player,team,nation,pos,age,90s Playing Time,npxG Per 90 Minutes,G-PK Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,Sh/90 Standard,G/Sh Standard,PrgP,KP,PPA,CrsPA,PrgC Carries,CPA Carries,Succ Take-Ons,PrgR Receiving,TklW Tackles,Int,Won Aerial Duels,Fls Performance,Fld Performance,Att 3rd Touches,Mid 3rd Touches,Def 3rd Touches,cluster
Pathé Ciss,Rayo Vallecano,SEN,MF,29.0,18.5,0.08,0.05,0.029999999999999995,0.11000000000000001,1.19,0.05,84,11,6,1,14,2,17,22,24,30,50,27,29,133,672,330,4
Patric,Lazio,ESP,DF,30.0,17.9,0.08,0.11,0.01,0.09,0.34,0.33,72,4,6,1,3,0,0,12,8,6,9,8,6,55,651,593,8
Patric Pfeiffer,Augsburg,GER,DF,23.0,5.7,0.09,0.0,0.14,0.22,1.94,0.0,19,4,3,1,1,0,0,4,7,11,20,7,4,31,158,153,9
Patrick Ciurria,Monza,ITA,"DF,MF",28.0,17.8,0.09,0.0,0.15,0.23,1.58,0.0,68,30,28,10,41,9,9,94,18,9,7,29,14,350,411,269,5
Patrick Dorgu,Lecce,DEN,"DF,MF",18.0,17.4,0.11,0.12,0.09,0.21,1.04,0.11,49,18,13,7,37,4,15,86,22,9,27,25,44,265,431,263,5
Patrick Herrmann,Gladbach,GER,"FW,DF",32.0,1.0,0.2,0.0,0.1,0.3,4.19,0.0,6,3,1,0,3,1,0,8,4,1,1,3,2,32,22,5,9
Patrick Mainka,Heidenheim,GER,DF,28.0,34.0,0.09,0.06,0.0,0.09,0.85,0.07,122,3,2,0,33,0,10,6,49,49,119,24,16,85,777,1151,4
Patrick Osterhage,Bochum,GER,MF,23.0,20.7,0.07,0.09999999999999999,0.04,0.11000000000000001,1.06,0.09,64,13,13,2,26,3,17,65,26,27,26,21,24,251,592,252,5
Patrick Ouotro,Strasbourg,CIV,FW,17.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Patrick Wimmer,Wolfsburg,AUT,"FW,MF",22.0,6.5,0.22,0.31,0.02,0.24000000000000002,1.53,0.2,15,4,3,0,8,3,8,44,5,3,13,14,11,117,138,42,8
Patrik Schick,Leverkusen,CZE,FW,27.0,11.8,0.44,0.51,0.08,0.59,3.3,0.15,17,8,5,0,7,5,8,88,4,1,24,11,13,208,132,15,8
Pau Cubarsí,Barcelona,ESP,DF,16.0,17.3,0.01,0.0,0.02,0.03,0.17,0.0,75,5,0,0,8,0,3,2,14,12,28,15,2,46,826,758,4
Pau López,Marseille,ESP,GK,28.0,32.7,0.0,0.0,0.01,0.01,0.0,0.0,0,2,2,0,0,0,0,0,0,0,3,0,12,0,42,1216,16
Pau Torres,Aston Villa,ESP,DF,26.0,27.4,0.039999999999999994,0.07,0.019999999999999997,0.05000000000000001,0.44,0.17,128,8,12,1,42,0,17,16,18,14,23,18,10,141,873,989,4
Paul Akouokou,Betis,CIV,MF,25.0,3.6999999999999997,0.01837837837837838,0.0,0.0,0.01837837837837838,0.5421621621621622,0.0,14,0,0,0,0,0,3,2,12,7,8,10,4,40,156,62,0
Paul Dummett,Newcastle Utd,WAL,DF,31.0,0.2,0.11,0.0,0.0,0.11,4.5,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,16,7,9
Paul Jaeckel,Union Berlin,GER,DF,25.0,2.6,0.0,0.0,0.02,0.02,0.0,0.0,14,2,1,0,1,0,0,1,2,4,5,0,2,4,77,81,0
Paul Pogba,Juventus,FRA,MF,30.0,0.6,0.0,0.0,0.02,0.02,0.0,0.0,5,1,2,0,1,0,1,5,1,1,1,3,1,14,25,4,0
Paulo Dybala,Roma,ARG,"FW,MF",29.0,21.8,0.23,0.28,0.2,0.68,2.39,0.12,122,50,37,0,79,31,28,167,13,3,7,12,50,612,590,87,5
Paulo Gazzaniga,Girona,ARG,GK,31.0,38.0,0.0,0.0,0.02,0.02,0.0,0.0,0,3,2,0,0,0,6,0,2,0,8,0,8,0,10,1463,16
Pavao Pervan,Wolfsburg,AUT,GK,35.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,314,0
Pavel Kadeřábek,Hoffenheim,CZE,"DF,FW",31.0,26.8,0.09,0.11,0.18,0.27,0.71,0.16,88,36,31,21,38,9,3,153,19,23,62,17,12,533,633,334,5
Paweł Dawidowicz,Hellas Verona,POL,DF,28.0,23.8,0.02,0.0,0.0,0.02,0.38,0.0,89,2,2,0,11,0,4,5,30,24,67,33,9,42,642,749,4
Paxten Aaronson,Eint Frankfurt,USA,MF,19.0,1.1,0.11,0.0,0.07,0.19,1.78,0.0,5,1,2,0,2,1,2,7,2,0,3,6,4,28,39,6,9
Pedri,Barcelona,ESP,"MF,FW",20.0,16.4,0.19,0.24,0.25,0.44,0.91,0.27,136,37,37,4,41,7,16,81,24,14,3,11,22,427,773,171,5
Pedro Chirivella,Nantes,ESP,MF,26.0,28.8,0.05,0.03,0.04,0.09,0.59,0.06,192,19,22,7,10,4,5,55,28,31,13,26,21,310,1260,373,5
Pedro Neto,Wolves,POR,"FW,MF",23.0,16.8,0.21,0.12,0.26,0.47,2.14,0.06,54,38,29,12,98,42,37,149,3,5,4,15,21,505,358,63,5
Pedro Obiang,Sassuolo,EQG,MF,31.0,5.0,0.01,0.0,0.14,0.15,0.4,0.0,21,5,4,0,4,0,2,2,4,8,5,9,3,41,127,66,0
Pedro Pereira,Monza,POR,DF,25.0,9.3,0.02,0.0,0.12,0.14,0.32,0.0,43,14,15,10,20,3,5,69,13,4,5,11,3,179,261,164,3
Pedro Porro,Tottenham,ESP,DF,23.0,34.3,0.09,0.09,0.21,0.3,1.54,0.06,194,51,48,10,57,10,26,158,63,34,15,37,27,929,1098,783,5
Pejiño,Las Palmas,ESP,FW,27.0,5.6,0.23,0.36000000000000004,0.11,0.34,3.0399999999999996,0.12,20,9,6,1,17,4,15,66,8,2,4,6,4,170,124,29,8
Pelly Ruddock Mpanzu,Luton Town,COD,MF,30.0,12.2,0.05,0.0,0.04,0.09,0.9000000000000001,0.0,34,6,13,2,10,5,9,15,5,9,12,9,14,130,240,114,0
Pep Biel,Augsburg,ESP,"MF,FW",26.0,3.2,0.32,0.0,0.07,0.38000000000000006,1.89,0.0,16,4,4,2,2,1,6,16,3,2,3,8,0,63,71,23,9
Pep Chavarría,Rayo Vallecano,ESP,"DF,MF",25.0,13.0,0.07,0.08,0.05,0.13,0.8499999999999999,0.09,74,13,27,13,28,4,11,84,18,6,13,8,22,292,398,257,5
Pepe Reina,Villarreal,ESP,GK,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,0
Pepín,Monza,EQG,"MF,FW",26.0,2.7,0.06,0.0,0.02,0.08,1.87,0.0,13,2,1,0,1,0,1,12,1,0,0,2,6,62,87,28,9
Perr Schuurs,Torino,NED,DF,23.0,8.6,0.08,0.12000000000000001,0.0,0.08,0.82,0.14,19,0,1,1,9,0,2,4,12,9,15,8,1,34,233,239,8
Peru Nolaskoain,Athletic Club,ESP,"DF,MF",24.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,6,0
Pervis Estupiñán,Brighton,ECU,DF,25.0,13.8,0.07,0.14,0.25,0.32,0.8,0.18,83,26,25,11,47,13,9,88,13,21,12,22,17,316,546,256,5
Peter González,Valencia,DOM,"MF,FW",21.0,7.2,0.24,0.0,0.14000000000000004,0.38,2.36,0.0,16,7,6,3,19,9,13,48,3,7,10,11,11,141,94,41,9
Phil Foden,Manchester City,ENG,"FW,MF",23.0,31.7,0.33,0.6,0.26,0.59,3.31,0.18,168,73,57,5,93,56,47,269,20,13,6,14,60,1211,785,174,5
Philipp Förster,Bochum,GER,"MF,FW",28.0,4.3,0.11,0.0,0.11,0.22,1.4,0.0,21,9,8,3,7,1,1,19,5,7,2,6,9,114,114,24,9
Philipp Hofmann,Bochum,GER,FW,30.0,17.5,0.27,0.23,0.1,0.37,2.23,0.1,36,19,11,0,7,2,9,86,5,4,111,20,26,257,282,45,5
Philipp Köhn,Monaco,SUI,GK,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,3,0,1,0,2,704,16
Philipp Lienhart,Freiburg,AUT,DF,27.0,14.1,0.07999999999999999,0.07,0.07999999999999999,0.15999999999999998,0.5,0.14,53,3,5,0,14,0,0,3,13,14,33,12,6,39,520,564,4
Philippe Coutinho,Aston Villa,BRA,"MF,FW",31.0,0.3,0.52,0.0,0.0,0.52,10.8,0.0,5,0,0,0,5,0,4,2,0,0,0,0,1,9,18,4,9
Phillip Tietz,Augsburg,GER,FW,26.0,26.5,0.31,0.3,0.10000000000000002,0.41000000000000003,1.96,0.15,51,29,15,1,19,7,13,115,14,6,105,42,17,382,350,89,5
Phillipp Mwene,Mainz 05,AUT,DF,29.0,22.2,0.06,0.05,0.09,0.15,1.08,0.04,73,22,32,15,50,6,15,93,15,17,18,34,13,381,480,302,5
Pierluigi Gollini,Napoli,ITA,GK,28.0,7.0,0.0,0.0,0.0,0.0,0.14,0.0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,277,0
Piero Hincapié,Leverkusen,ECU,DF,21.0,16.5,0.12,0.06,0.03,0.15,1.09,0.06,102,6,9,0,34,1,1,50,22,13,36,16,11,237,895,472,4
Pierre Højbjerg,Tottenham,DEN,MF,27.0,14.6,0.05,0.0,0.08,0.13,1.3,0.0,134,9,12,1,17,2,12,29,18,19,8,20,17,309,913,377,5
Pierre Kalulu,Milan,FRA,DF,23.0,4.2,0.01,0.0,0.02,0.03,0.48,0.0,19,2,2,1,6,0,0,11,1,1,3,1,3,35,154,104,0
Pierre Lees-Melou,Brest,FRA,MF,30.0,28.0,0.09,0.14,0.08,0.17,1.86,0.08,193,27,22,3,51,13,29,43,67,43,20,47,57,368,1158,606,5
Pierre-Emerick Aubameyang,Marseille,GAB,FW,34.0,29.1,0.59,0.45,0.18999999999999997,0.9,3.84,0.12,58,27,27,5,68,38,18,235,14,9,26,9,20,512,377,85,5
Pietro Comuzzo,Fiorentina,ITA,"DF,FW",18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,1,1,8,1,0,0,24,19,0
Pietro Pellegri,Torino,ITA,FW,22.0,8.4,0.12,0.12,0.04,0.16,1.55,0.08,8,4,0,0,14,2,5,52,1,2,23,16,22,123,99,18,8
Pietro Terracciano,Fiorentina,ITA,GK,33.0,33.0,0.0,0.0,0.01,0.01,0.0,0.0,0,2,2,0,0,0,0,0,1,0,1,2,2,0,3,1311,16
Piotr Zieliński,Napoli,POL,MF,29.0,21.4,0.08,0.09,0.16,0.28,1.36,0.07,131,48,35,2,38,6,16,88,15,9,6,15,18,503,687,217,5
Pontus Almqvist,Lecce,SWE,"FW,MF",24.0,23.4,0.1,0.09,0.12,0.22,1.71,0.05,32,27,12,4,72,35,37,137,29,14,14,29,35,360,332,105,5
Portu,Getafe,ESP,FW,31.0,14.299999999999999,0.25153846153846154,0.48923076923076925,0.2507692307692308,0.5023076923076923,1.5392307692307694,0.3046153846153846,35,18,11,2,35,10,4,99,16,4,8,18,16,235,187,48,5
Predrag Rajković,Mallorca,SRB,GK,27.0,36.0,0.0,0.0,0.01,0.01,0.0,0.0,0,4,1,0,0,0,3,0,1,0,5,1,4,0,22,1304,16
Przemysław Frankowski,Lens,POL,DF,28.0,24.4,0.09,0.08,0.16,0.31,1.19,0.07,112,39,43,15,56,6,12,210,39,25,17,33,12,647,646,299,5
Przemysław Szymiński,Frosinone,POL,MF,29.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Péter Gulácsi,RB Leipzig,HUN,GK,33.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,16,481,0
Quentin Merlin,Marseille,FRA,DF,21.0,22.1,0.039411764705882354,0.0,0.11117647058823528,0.14705882352941174,0.86,0.0,144,30,37,14,49,9,14,118,32,24,9,20,25,436,720,364,5
Rabby Nzingoula,Strasbourg,FRA,"MF,FW",17.0,1.5,0.06,0.0,0.07,0.14,0.68,0.0,8,2,1,0,3,1,2,6,3,5,2,6,2,23,31,16,0
Rachad Fettal,Almería,MAR,FW,18.0,0.2,0.41,0.0,0.12,0.53,5.29,0.0,0,1,0,0,0,0,0,2,1,0,1,1,0,2,6,1,9
Radamel Falcao,Rayo Vallecano,COL,"FW,DF",37.0,4.5,0.43,0.0,0.060000000000000005,0.67,3.54,0.0,7,4,2,0,7,5,3,23,5,3,14,15,10,91,67,13,9
Rade Krunić,Milan,BIH,MF,29.0,7.6,0.02,0.0,0.07,0.08,0.26,0.0,24,5,2,0,5,0,2,3,8,11,11,10,11,58,318,125,0
Radosław Majecki,Monaco,POL,GK,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,2,399,0
Radu Drăgușin,Tottenham,ROU,DF,21.0,23.8,0.04596638655462185,0.08781512605042016,0.031932773109243695,0.08588235294117647,0.7528571428571428,0.09579831932773109,37,7,2,0,11,2,1,14,14,29,67,20,18,87,536,704,4
Rafa Marín,Alavés,ESP,DF,21.0,27.1,0.03,0.0,0.01,0.04,0.48,0.0,77,5,2,0,13,0,3,6,20,33,56,28,16,45,555,711,4
Rafa Mir,Sevilla,ESP,"FW,MF",26.0,4.3,0.33,0.46,0.07,0.39,3.45,0.13,2,5,1,1,3,3,2,16,2,1,12,9,5,67,61,11,8
Rafael Borré,Werder Bremen,COL,FW,27.0,11.0,0.22,0.36,0.16,0.37999999999999995,1.82,0.2,28,13,9,3,16,5,7,73,7,2,26,17,8,183,206,40,8
Rafael Leão,Milan,POR,FW,24.0,27.9,0.36,0.32,0.32,0.68,2.51,0.13,117,59,62,17,160,82,77,293,10,9,24,27,52,725,575,75,5
Rafael Tolói,Atalanta,ITA,DF,32.0,10.7,0.0,0.0,0.01,0.01,0.28,0.0,53,2,4,1,8,0,4,10,9,13,17,17,4,77,306,249,4
Raffaele Di Gennaro,Inter,ITA,GK,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
Raheem Sterling,Chelsea,ENG,"FW,MF",28.0,22.0,0.29,0.36,0.2,0.5,2.32,0.16,78,30,35,7,120,65,45,242,10,13,2,34,41,638,324,77,5
Raimane Daou,Marseille,COM,"DF,MF",18.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,8,8,0
Randal Kolo Muani,Paris S-G,FRA,"FW,MF",24.0,15.799999999999999,0.4665822784810127,0.44721518987341774,0.20525316455696202,0.6718354430379747,1.708481012658228,0.2624683544303798,45,26,15,3,42,18,32,134,8,4,19,38,31,320,235,57,5
Randy Nteka,Rayo Vallecano,ANG,"FW,MF",25.0,6.4,0.24,0.0,0.15,0.51,2.2,0.0,15,9,5,0,12,6,7,35,4,2,27,19,14,131,122,34,9
Rani Khedira,Union Berlin,GER,MF,29.0,14.9,0.03,0.0,0.009999999999999998,0.03,0.2,0.0,35,5,5,1,6,0,4,15,22,22,19,25,14,70,337,198,4
Raoul Bellanova,Torino,ITA,DF,23.0,33.8,0.05999999999999999,0.029999999999999995,0.15,0.21,0.9499999999999998,0.029999999999999995,98,52,47,37,141,17,43,202,26,15,30,14,53,678,812,403,5
Raphaël Varane,Manchester Utd,FRA,DF,30.0,15.3,0.08,0.07,0.0,0.09,0.52,0.13,59,1,4,0,16,0,1,2,11,15,21,8,3,44,434,469,8
Raphinha,Barcelona,BRA,"FW,MF",26.0,15.2,0.43,0.33,0.37,0.86,3.82,0.09,57,41,32,8,49,23,24,164,8,13,9,17,25,484,338,80,5
Rareș-Cătălin Burnete,Lecce,ROU,FW,19.0,0.1,0.0,0.0,0.7099999999999999,0.7099999999999999,0.0,0.0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2,0,9
Rasmus Carstensen,Köln,DEN,"DF,FW",22.0,18.4,0.05,0.0,0.14,0.19,0.54,0.0,52,16,20,9,32,3,13,89,22,20,16,22,13,304,459,326,5
Rasmus Højlund,Manchester Utd,DEN,FW,20.0,24.0,0.32,0.42,0.07,0.38000000000000006,1.58,0.26,33,28,14,1,35,14,18,111,7,1,25,20,30,297,262,61,5
Rasmus Nicolaisen,Toulouse,DEN,DF,26.0,32.5,0.03,0.06,0.02,0.05,0.58,0.11,95,5,2,0,5,0,3,11,30,42,108,45,22,64,989,980,4
Rassoul Ndiaye,Le Havre,SEN,"MF,FW",21.0,5.8,0.03,0.0,0.049999999999999996,0.08,1.03,0.0,25,2,4,2,7,0,8,16,17,4,5,11,4,65,188,81,0
Rayan Aït-Nouri,Wolves,ALG,"DF,MF",22.0,25.9,0.13,0.08,0.09,0.22,0.93,0.08,99,25,13,4,67,8,62,99,44,15,21,25,53,446,699,406,5
Rayan Cherki,Lyon,FRA,"MF,FW",19.0,19.1,0.27,0.05,0.21999999999999997,0.48999999999999994,2.98,0.02,138,42,43,6,93,33,81,182,15,7,1,10,31,665,585,108,5
Raúl,Osasuna,ESP,FW,22.0,15.1,0.32,0.4,0.04,0.37,2.19,0.18,22,10,6,0,16,7,6,68,4,5,50,13,12,224,199,35,8
Raúl Albiol,Villarreal,ESP,DF,37.0,22.6,0.02,0.0,0.04,0.06,0.27,0.0,62,3,1,0,8,0,0,0,14,16,46,21,8,26,605,853,4
Raúl Fernández,Granada,ESP,GK,35.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
Raúl García,Athletic Club,ESP,"FW,MF",37.0,4.7,0.2,0.21,0.0,0.2,2.14,0.1,19,0,3,0,4,2,2,15,6,3,27,20,10,80,96,28,8
Raúl Jiménez,Fulham,MEX,FW,32.0,15.5,0.33,0.45,0.1,0.43,2.65,0.17,24,11,11,2,11,5,10,87,12,4,44,17,21,240,269,58,8
Raúl Torrente,Granada,ESP,DF,21.0,13.9,0.01,0.0,0.03,0.04,0.22,0.0,33,3,1,0,4,1,0,2,16,11,22,18,8,15,321,580,4
Raúl de Tomás,Rayo Vallecano,ESP,FW,28.0,14.1,0.18,0.0,0.09,0.33,2.6899999999999995,0.0,23,8,3,0,11,4,20,73,5,1,24,24,26,183,226,33,1
Reda Belahyane,Nice,MAR,MF,19.0,1.3,0.023076923076923075,0.0,0.0,0.023076923076923075,0.7692307692307692,0.0,5,0,1,0,2,0,1,2,1,1,0,1,1,11,32,11,0
Reda Khadra,Reims,GER,"FW,MF",22.0,15.2,0.12,0.07,0.23,0.35,1.51,0.04,40,22,19,9,35,14,28,110,10,3,1,13,9,297,199,83,5
Reece Burke,Luton Town,ENG,DF,26.0,18.4,0.07,0.0,0.07,0.15,0.7,0.0,67,13,9,3,11,0,4,14,23,18,46,20,12,117,440,378,4
Reece James,Chelsea,ENG,DF,23.0,4.7,0.07,0.0,0.37,0.44,1.5,0.0,21,11,6,3,19,3,9,35,9,3,8,4,5,124,153,118,9
Reinildo Mandava,Atlético Madrid,MOZ,DF,29.0,8.1,0.1,0.25,0.08,0.18,0.62,0.4,36,5,3,1,10,1,8,17,22,15,12,14,8,88,228,199,8
Reiss Nelson,Arsenal,ENG,FW,23.0,3.0,0.07,0.0,0.20000000000000004,0.27,1.34,0.0,5,5,6,2,9,4,1,26,6,1,0,5,6,96,67,30,9
Remi Matthews,Crystal Palace,ENG,GK,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
Remo Freuler,Bologna,SUI,MF,31.0,29.2,0.04,0.030000000000000002,0.04,0.08,0.48000000000000004,0.07,165,19,15,0,37,5,8,48,50,36,20,44,15,361,1304,525,5
Renato Sanches,Roma,POR,MF,25.0,1.6,0.05000000000000001,0.62,0.14,0.19000000000000003,1.23,0.5,10,3,2,1,5,1,4,5,1,0,1,6,3,26,46,23,8
Renato Tapia,Celta Vigo,PER,"MF,DF",28.0,14.9,0.07,0.0,0.039999999999999994,0.11,1.2799999999999998,0.0,61,7,11,2,9,0,27,14,29,21,43,24,27,140,503,318,5
Rhian Brewster,Sheffield Utd,ENG,"FW,MF",23.0,3.8,0.09,0.0,0.03,0.12,1.8199999999999998,0.0,3,2,1,0,1,3,0,21,1,1,4,5,5,57,47,9,9
Rhys Norrington-Davies,Sheffield Utd,WAL,DF,24.0,1.2,0.0,0.0,0.01,0.01,0.0,0.0,2,1,0,0,3,0,1,6,1,1,1,3,1,14,38,26,0
Ricard Sánchez,Granada,ESP,DF,23.0,25.5,0.04,0.12,0.08,0.11,0.55,0.21,84,22,29,18,49,4,19,103,18,13,19,27,21,417,534,395,5
Ricardo Rodríguez,Torino,SUI,DF,30.0,30.8,0.01,0.029999999999999995,0.04,0.05,0.36,0.09,127,20,25,12,61,4,8,40,26,24,41,25,9,243,989,673,5
Ricardo Visus,Betis,ESP,DF,22.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,2,2,2,3,1,0,30,51,0
Riccardo Calafiori,Bologna,ITA,DF,21.0,26.1,0.05,0.08,0.05,0.1,0.6499999999999999,0.12,96,17,10,3,28,1,13,23,32,50,60,35,27,152,1018,956,4
Riccardo Marchizza,Frosinone,ITA,DF,25.0,12.8,0.03,0.0,0.06,0.10000000000000002,0.63,0.0,36,11,7,5,6,1,3,39,6,7,9,6,3,154,262,229,0
Riccardo Orsolini,Bologna,ITA,"FW,MF",26.0,19.9,0.25,0.4,0.22000000000000003,0.59,2.76,0.15,71,36,22,4,51,23,31,175,14,8,16,17,41,482,340,170,5
Riccardo Pagano,Roma,ITA,"MF,DF",18.0,0.6,0.1,0.0,0.09,0.18,1.7600000000000002,0.0,3,1,0,0,1,0,1,2,2,0,0,3,0,7,17,10,9
Riccardo Saponara,Hellas Verona,ITA,"FW,MF",31.0,3.8,0.03,0.0,0.04,0.07,1.32,0.0,14,3,3,1,12,3,4,32,1,0,1,1,3,65,80,21,0
Riccardo Sottil,Fiorentina,ITA,FW,24.0,12.3,0.21,0.16,0.2,0.41,2.7700000000000005,0.06,33,13,16,7,66,22,21,139,5,2,7,8,34,361,180,32,5
Richarlison,Tottenham,BRA,FW,26.0,16.6,0.58,0.66,0.13,0.7,3.74,0.18,38,15,13,1,26,17,10,106,11,8,25,20,30,322,248,88,8
Rick Karsdorp,Roma,NED,DF,28.0,13.2,0.03,0.0,0.17,0.2,0.6,0.0,33,10,7,3,12,3,3,71,18,9,5,9,9,241,336,201,19
Rico Henry,Brentford,ENG,DF,26.0,4.5,0.02,0.0,0.22,0.24000000000000002,0.44999999999999996,0.0,20,4,7,2,13,3,7,12,5,5,4,4,6,59,93,78,0
Rico Lewis,Manchester City,ENG,"DF,MF",18.0,9.0,0.07,0.22,0.12000000000000001,0.19,0.56,0.4,33,13,9,0,21,5,4,46,7,4,0,7,20,220,287,119,8
Ridgeciano Haps,Genoa,SUR,DF,30.0,8.6,0.01,0.0,0.08,0.1,0.47,0.0,13,3,4,1,13,6,3,42,6,6,10,3,16,111,99,76,0
Ridle Baku,Wolfsburg,GER,"DF,MF",25.0,22.4,0.08,0.04,0.13,0.21,1.21,0.04,85,29,26,10,37,9,17,130,20,21,21,24,35,457,574,313,5
Ritsu Doan,Freiburg,JPN,"DF,MF",25.0,25.0,0.2,0.28,0.12,0.32,1.48,0.19,78,31,22,4,49,9,53,139,27,9,21,26,35,417,455,183,5
Robert Gumny,Augsburg,POL,DF,25.0,5.3,0.04,0.0,0.01,0.05,0.56,0.0,18,2,1,1,9,1,5,17,5,7,3,7,5,74,121,68,0
Robert Lewandowski,Barcelona,POL,FW,34.0,30.6,0.49,0.49,0.16,0.7500000000000001,2.95,0.17,64,27,25,4,43,20,23,168,5,9,51,23,55,502,361,47,5
Robert Skov,Hoffenheim,DEN,"DF,FW",27.0,14.0,0.13,0.21,0.14,0.26,2.29,0.09,71,23,19,5,28,13,9,92,16,10,13,15,20,325,412,185,5
Robert Sánchez,Chelsea,ESP,GK,25.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,5,644,16
Roberto Gagliardini,Monza,ITA,"MF,DF",29.0,26.2,0.11,0.04,0.06,0.17999999999999997,1.3699999999999999,0.03,120,20,10,1,38,2,8,36,30,31,46,26,21,310,1034,439,5
Roberto Massimo,Stuttgart,GER,"FW,DF",22.0,0.9,0.0,0.0,0.04,0.04,0.0,0.0,3,1,0,0,3,1,0,6,0,0,1,2,1,10,29,11,0
Roberto Navarro,Cádiz,ESP,"MF,FW",21.0,21.0,0.1,0.05,0.15,0.25,1.43,0.03,70,41,26,11,81,15,54,119,29,19,12,15,27,491,437,144,5
Roberto Pereyra,Udinese,ARG,"FW,MF",32.0,20.6,0.13,0.15,0.09,0.27,1.26,0.12,70,25,21,6,39,8,16,82,9,7,4,24,32,254,387,182,5
Roberto Piccoli,Empoli,ITA,FW,22.0,15.700000000000001,0.36363057324840764,0.25337579617834394,0.05847133757961783,0.470828025477707,3.625605095541401,0.06821656050955414,20,10,2,0,25,14,13,72,7,4,54,29,14,229,210,58,5
Robin Gosens,Union Berlin,GER,"DF,MF",29.0,25.4,0.08,0.24,0.12,0.2,1.26,0.19,97,33,35,17,21,1,5,113,44,36,60,29,24,444,677,379,5
Robin Hack,Gladbach,GER,"FW,MF",24.0,15.0,0.26,0.67,0.16,0.42,2.87,0.23,46,25,16,6,50,20,26,103,8,14,16,17,22,311,337,116,5
Robin Knoche,Union Berlin,GER,DF,31.0,21.3,0.02,0.05000000000000001,0.01,0.07,0.33,0.14,71,3,3,0,2,0,3,2,22,13,46,10,10,32,601,719,4
Robin Koch,Eint Frankfurt,GER,DF,27.0,30.4,0.1,0.07,0.01,0.11,0.7899999999999999,0.08,116,4,4,0,14,0,2,3,23,32,80,20,13,68,1189,1222,4
Robin Le Normand,Real Sociedad,ESP,DF,26.0,27.4,0.039999999999999994,0.07,0.0,0.039999999999999994,0.29,0.25,106,3,0,0,21,0,1,1,22,28,110,33,23,45,1057,899,4
Robin Olsen,Aston Villa,SWE,GK,33.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,215,0
Robin Zentner,Mainz 05,GER,GK,28.0,30.0,0.0,0.0,0.0,0.0,0.029999999999999995,0.0,1,1,0,0,0,0,1,0,2,1,9,1,4,3,23,1098,16
Rocco Reitz,Gladbach,GER,MF,21.0,23.7,0.15,0.25,0.1,0.25,1.39,0.18,110,20,17,2,41,12,20,58,36,44,13,26,45,259,758,380,5
Rodri,Manchester City,ESP,MF,25.0,44.3,0.11207674943566592,0.18397291196388263,0.11471783295711062,0.22679458239277656,1.804920993227991,0.09566591422121898,441,64,93,6,125,26,66,171,53,34,54,47,64,1312,2662,762,5
Rodrigo De Paul,Atlético Madrid,ARG,MF,29.0,23.1,0.08,0.13,0.22000000000000003,0.3,1.3,0.09999999999999999,202,39,63,7,73,11,28,55,21,11,5,27,59,460,1054,274,5
Rodrigo Muniz,Fulham,BRA,FW,22.0,17.7,0.49000000000000005,0.51,0.11999999999999998,0.61,4.12,0.11999999999999998,19,18,7,0,8,4,5,76,3,6,74,24,34,220,201,45,5
Rodrigo Ribeiro,Nott'ham Forest,POR,"MF,FW",18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,1,0,1,2,1,0,7,4,1,0
