league,season,team,player,nation,pos,age,born,MP Playing Time,Starts Playing Time,Min Playing Time,90s,GA Performance,GA90 Performance,SoTA Performance,Saves Performance,Save% Performance,W Performance,D Performance,L Performance,CS Performance,CS% Performance,PKatt Penalty Kicks,PKA Penalty Kicks,PKsv Penalty Kicks,PKm Penalty Kicks,Save% Penalty Kicks,Opp Crosses,Stp Crosses,Stp% Crosses,/90 Expected,PSxG Expected,PSxG+/- Expected,PSxG/SoT Expected,Att Goal Kicks,AvgLen Goal Kicks,Launch% Goal Kicks,CK Goals,FK Goals,GA Goals,OG Goals,PKA Goals,Att Launched,Cmp Launched,Cmp% Launched,Att (GK) Passes,AvgLen Passes,Launch% Passes,Thr Passes,#OPA Sweeper,#OPA/90 Sweeper,AvgDist Sweeper,nation_player,pos_player,age_player,born_player,MP Playing Time_player,Starts Playing Time_player,Min Playing Time_player,90s Playing Time,Gls Performance,Ast Performance,G+A Performance,G-PK Performance,PK Performance,PKatt Performance,CrdY Performance,CrdR Performance,xG Expected,npxG Expected,xAG Expected,npxG+xAG Expected,PrgC Progression,PrgP Progression,PrgR Progression,Gls Per 90 Minutes,Ast Per 90 Minutes,G+A Per 90 Minutes,G-PK Per 90 Minutes,G+A-PK Per 90 Minutes,xG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,npxG Per 90 Minutes,npxG+xAG Per 90 Minutes,90s_player,G-xG Expected,np:G-xG Expected,npxG/Sh Expected,Dist Standard,FK Standard,G/Sh Standard,G/SoT Standard,Gls Standard,PK Standard,PKatt Standard,Sh Standard,Sh/90 Standard,SoT Standard,SoT% Standard,SoT/90 Standard,1/3,Ast,CrsPA,A-xAG Expected,xA Expected,KP,Att Long,Cmp Long,Cmp% Long,Att Medium,Cmp Medium,Cmp% Medium,PPA,PrgP,Att Short,Cmp Short,Cmp% Short,Att Total,Cmp Total,Cmp% Total,PrgDist Total,TotDist Total,xAG,Att,In Corner Kicks,Out Corner Kicks,Str Corner Kicks,Blocks Outcomes,Cmp Outcomes,Off Outcomes,CK Pass Types,Crs Pass Types,Dead Pass Types,FK Pass Types,Live Pass Types,Sw Pass Types,TB Pass Types,TI Pass Types,GCA GCA,GCA90 GCA,Def GCA Types,Fld GCA Types,PassDead GCA Types,PassLive GCA Types,Sh GCA Types,TO GCA Types,SCA SCA,SCA90 SCA,Def SCA Types,Fld SCA Types,PassDead SCA Types,PassLive SCA Types,Sh SCA Types,TO SCA Types,Blocks Blocks,Pass Blocks,Sh Blocks,Att Challenges,Lost Challenges,Tkl Challenges,Tkl% Challenges,Clr,Err,Int,Att 3rd Tackles,Def 3rd Tackles,Mid 3rd Tackles,Tkl Tackles,TklW Tackles,Tkl+Int,1/3 Carries,CPA Carries,Carries Carries,Dis Carries,Mis Carries,PrgC Carries,PrgDist Carries,TotDist Carries,PrgR Receiving,Rec Receiving,Att Take-Ons,Succ Take-Ons,Succ% Take-Ons,Tkld Take-Ons,Tkld% Take-Ons,Att 3rd Touches,Att Pen Touches,Def 3rd Touches,Def Pen Touches,Live Touches,Mid 3rd Touches,Touches Touches,Min% Playing Time,Mn/MP Playing Time,Compl Starts,Mn/Start Starts,Starts Starts,Mn/Sub Subs,Subs Subs,unSub Subs,+/- Team Success,+/-90 Team Success,On-Off Team Success,PPM Team Success,onG Team Success,onGA Team Success,On-Off Team Success (xG),onxG Team Success (xG),onxGA Team Success (xG),xG+/- Team Success (xG),xG+/-90 Team Success (xG),Lost Aerial Duels,Won Aerial Duels,Won% Aerial Duels,2CrdY Performance,Crs Performance,Fld Performance,Fls Performance,Int Performance,OG Performance,Off Performance,PKcon Performance,PKwon Performance,Recov Performance,TklW Performance
ENG-Premier League,2324,Crystal Palace,Sam Johnstone,ENG,GK,30,1993,20,20,1796,20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0,339,24,7.1,-0.3,20.0,-6.0,0.27,141,52.8,75.2,4,0,27,1,2,355,117,33.0,453,41.2,55.0,63,12,0.6,11.2,ENG,GK,30,1993,20,20,1796,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,13,0,0,0.0,0.0,0,401,155,38.7,147,143,97.3,0,0,46,45,97.8,599,343,57.3,8793,11568,0.0,599,0,0,0,0,343,5,0,0,186,45,408,3,0,0,1,0.05,0,0,1,0,0,0,2,0.1,0,0,1,1,0,0,0,0,0,1,0,1,100.0,5,0,1,0,1,0,1,0,2,0,0,350,0,0,0,1281,2039,0,287,0,0,,0,,0,0,637,539,640,3,640,52.5,90,19,90,20,,0,4,-6,-0.3,-0.58,1.05,21,27,0.07,25.2,26.3,-1.1,-0.05,1,2,66.7,0,0,0,1,1,0,0,1,0,13,0
ENG-Premier League,2324,Everton,Jordan Pickford,ENG,GK,29,1994,38,38,3420,38.0,51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,0.0,570,30,5.3,0.12,52.4,4.4,0.28,273,48.3,60.8,9,0,51,3,8,901,360,40.0,1297,41.6,56.7,141,54,1.42,15.9,ENG,GK,29,1994,38,38,3420,38.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,97,0,0,-0.1,0.4,4,1031,461,44.7,390,378,96.9,8,6,145,144,99.3,1576,986,62.6,26388,33034,0.1,1576,0,0,0,0,986,6,0,0,496,223,1074,5,1,0,0,0.0,0,0,0,0,0,0,24,0.63,0,0,10,14,0,0,3,3,0,1,0,1,100.0,19,1,0,0,1,0,1,0,1,0,0,904,0,0,1,3889,6014,0,773,1,1,100.0,0,0.0,0,0,1544,1106,1680,141,1680,100.0,90,38,90,38,,0,0,-11,-0.29,,1.26,40,51,,54.0,55.2,-1.2,-0.03,0,1,100.0,0,0,6,1,0,1,0,1,0,35,0
ENG-Premier League,2324,Fulham,Bernd Leno,GER,GK,31,1992,38,38,3420,38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0.0,472,19,4.0,-0.03,55.7,-1.3,0.26,201,44.7,56.7,3,2,61,4,8,439,144,32.8,1372,28.5,23.7,167,40,1.05,14.2,GER,GK,31,1992,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,23,0,0,0.0,0.0,0,551,235,42.6,750,746,99.5,0,0,268,266,99.3,1577,1250,79.3,18166,29886,0.0,1577,0,0,0,0,1250,4,0,0,292,91,1281,2,0,0,0,0.0,0,0,0,0,0,0,1,0.03,0,0,0,1,0,0,0,0,0,0,0,0,,14,1,0,0,0,0,0,0,0,0,0,1031,0,1,0,2432,4482,0,942,0,0,,0,,0,0,1645,1275,1657,12,1657,100.0,90,38,90,38,,0,0,-6,-0.16,,1.24,55,61,,50.8,62.9,-12.1,-0.32,1,10,90.9,0,0,3,0,0,1,0,0,0,58,0
ENG-Premier League,2324,Liverpool,Alisson,BRA,GK,30,1992,28,28,2520,28.0,30,1.07,109,80,73.4,16,8,4,8,28.6,1,1,0,0,0.0,299,13,4.3,-0.01,28.7,-0.3,0.26,116,33.3,33.6,4,0,30,1,1,183,60,32.8,1021,24.7,14.1,140,33,1.18,17.7,BRA,GK,30,1992,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,8,0,0,0.0,0.0,1,284,147,51.8,607,597,98.4,0,5,239,238,99.6,1142,985,86.3,13147,21428,0.0,1142,0,0,0,3,985,5,0,0,154,38,983,5,0,0,0,0.0,0,0,0,0,0,0,11,0.39,0,0,1,10,0,0,0,0,0,1,1,0,0.0,11,4,0,0,0,0,0,0,0,0,0,850,0,4,0,2361,3713,0,764,0,0,,0,,0,0,1145,754,1196,52,1196,73.7,90,28,90,28,,0,0,30,1.07,-0.43,2.0,60,30,-0.58,62.1,35.4,26.7,0.95,2,6,75.0,0,0,5,1,0,0,0,0,0,36,0
ENG-Premier League,2324,Liverpool,Caoimhín Kelleher,IRL,GK,24,1998,10,10,900,10.0,11,1.1,38,28,71.1,8,2,0,2,20.0,0,0,0,0,,77,5,6.5,0.13,11.3,1.3,0.3,28,34.9,35.7,3,0,11,1,0,102,32,31.4,411,27.3,22.4,52,13,1.3,17.0,IRL,GK,24,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,9,0,0,0.0,0.0,1,140,62,44.3,198,196,99.0,0,1,101,101,100.0,442,359,81.2,5323,8077,0.0,442,0,0,0,0,359,3,0,0,38,10,401,0,0,0,0,0.0,0,0,0,0,0,0,2,0.2,0,0,0,2,0,0,0,0,0,0,0,0,,4,1,0,0,0,0,0,0,0,0,0,367,0,0,0,1077,1742,0,330,0,0,,0,,0,0,446,269,457,11,457,26.3,90,10,90,10,,0,27,15,1.5,0.43,2.6,26,11,0.58,25.7,10.3,15.4,1.54,0,4,100.0,0,0,0,0,0,0,0,0,0,13,0
ENG-Premier League,2324,Luton Town,James Shea,ENG,GK,32,1991,1,0,15,0.2,0,0.0,2,2,100.0,0,0,0,0,,0,0,0,0,,3,0,0.0,0.75,0.1,0.1,0.06,3,37.3,33.3,0,0,0,0,0,6,3,50.0,6,50.8,83.3,1,1,6.0,19.0,ENG,GK,32,1991,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,0.0,0.0,0,6,3,50.0,3,3,100.0,0,0,0,0,,9,6,66.7,215,239,0.0,9,0,0,0,0,6,0,0,0,4,1,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,29,0,3,0,0,,0,,0,0,11,8,11,0,11,0.4,15,0,,0,15,1,13,0,0.0,0.87,0.0,0,0,0.34,0.3,0.4,-0.1,-0.6,0,0,,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Luton Town,Thomas Kaminski,BEL,GK,30,1992,38,38,3405,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0.0,558,16,2.9,-0.09,77.6,-3.4,0.34,341,47.5,66.0,13,0,85,4,4,808,271,33.5,1121,39.5,52.0,150,76,2.01,20.5,BEL,GK,30,1992,38,38,3405,37.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,44,0,0,0.0,0.1,1,937,362,38.6,344,329,95.6,2,1,175,173,98.9,1468,869,59.2,22188,27614,0.0,1468,0,0,0,0,869,6,0,0,493,152,969,2,0,0,0,0.0,0,0,0,0,0,0,3,0.08,0,0,1,2,0,0,1,1,0,6,4,2,33.3,14,2,0,0,2,0,2,1,2,0,0,805,0,1,0,2432,4663,0,657,2,2,100.0,0,0.0,1,0,1553,1129,1580,30,1580,99.6,90,37,90,38,,0,0,-33,-0.87,-0.87,0.68,52,85,-0.34,42.1,77.6,-35.4,-0.94,0,4,100.0,0,0,3,0,0,0,0,0,0,63,1
ENG-Premier League,2324,Manchester City,Ederson,BRA,GK,29,1993,33,33,2785,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0,247,25,10.1,0.04,27.2,1.2,0.3,114,36.3,36.0,2,0,27,1,3,246,114,46.3,1120,27.2,18.3,137,50,1.62,17.3,BRA,GK,29,1993,33,33,2785,30.9,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,25,0,0,-0.1,0.1,1,381,239,62.7,570,560,98.2,1,4,276,275,99.6,1234,1077,87.3,17578,25898,0.1,1234,0,0,0,1,1077,0,0,0,157,43,1077,9,0,0,2,0.06,0,0,0,2,0,0,7,0.23,0,0,2,5,0,0,0,0,0,1,1,0,0.0,10,1,0,0,0,0,0,0,0,0,0,847,0,0,0,2353,3714,0,842,1,1,100.0,0,0.0,0,0,1263,965,1283,20,1283,81.4,84,29,84,33,,0,2,51,1.65,0.09,2.36,78,27,0.37,66.8,28.0,38.7,1.25,0,8,100.0,0,0,4,2,0,0,0,1,0,53,0
ENG-Premier League,2324,Manchester City,Stefan Ortega,GER,GK,30,1992,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,,65,6,9.2,0.28,9.0,2.0,0.33,19,34.4,36.8,1,0,7,0,0,68,28,41.2,247,27.9,24.7,24,13,1.84,16.8,GER,GK,30,1992,9,5,635,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,2,0,0,0.0,0.0,0,96,46,47.9,110,108,98.2,0,0,58,58,100.0,266,213,80.1,3526,4942,0.0,266,0,0,0,1,213,0,0,0,26,7,240,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,0,0,0,0,0,0,193,0,0,0,480,847,0,187,0,0,,0,,0,0,279,213,282,3,282,18.6,71,5,90,5,46,4,29,11,1.56,-0.09,2.56,18,7,-0.37,13.7,7.5,6.2,0.88,0,1,100.0,0,0,1,0,0,0,0,0,0,12,0
ENG-Premier League,2324,Manchester Utd,André Onana,CMR,GK,27,1996,38,38,3420,38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0,601,42,7.0,0.07,59.7,2.7,0.27,162,44.6,58.0,11,1,58,1,7,513,149,29.0,1351,31.2,31.0,140,37,0.97,12.9,CMR,GK,27,1996,38,38,3420,38.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,35,0,0,-0.1,0.1,3,661,267,40.4,559,547,97.9,3,5,280,279,99.6,1521,1105,72.6,18646,27115,0.1,1521,0,0,0,2,1105,8,0,0,236,74,1277,6,1,0,1,0.03,0,0,0,1,0,0,6,0.16,0,0,0,6,0,0,0,0,0,2,0,2,100.0,11,2,0,0,2,0,2,0,2,0,0,1127,0,1,1,3825,5997,0,955,1,1,100.0,0,0.0,0,0,1592,1224,1629,37,1629,100.0,90,38,90,38,,0,0,-1,-0.03,,1.58,57,58,,56.5,68.9,-12.5,-0.33,2,14,87.5,0,0,4,1,0,0,0,1,0,44,0
ENG-Premier League,2324,Newcastle Utd,Loris Karius,GER,GK,30,1993,1,1,90,1.0,4,4.0,7,4,42.9,0,0,1,0,0.0,0,0,0,0,,10,1,10.0,-0.99,2.0,-1.0,0.29,9,41.8,55.6,1,0,4,1,0,18,3,16.7,27,36.3,48.1,5,3,3.0,19.5,GER,GK,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,18,3,16.7,14,14,100.0,0,0,4,4,100.0,37,21,56.8,279,507,0.0,37,0,0,0,0,21,1,0,0,12,3,24,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,25,57,0,15,0,0,,0,,0,0,41,34,41,0,41,2.6,90,1,90,1,,0,21,-3,-3.0,-3.7,0.0,1,4,-3.16,0.2,2.8,-2.7,-2.69,0,0,,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Newcastle Utd,Martin Dúbravka,SVK,GK,34,1989,23,22,1985,22.1,42,1.9,130,87,70.8,9,4,9,5,22.7,5,4,1,0,20.0,296,20,6.8,0.01,42.2,0.2,0.29,169,39.1,53.3,5,0,42,0,4,165,56,33.9,480,25.4,15.6,143,22,1.0,12.9,SVK,GK,34,1989,23,22,1985,22.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,-0.1,0.0,1,232,109,47.0,278,273,98.2,0,0,135,133,98.5,651,519,79.7,6941,11869,0.1,651,0,0,0,0,519,2,0,0,206,37,443,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,4,0,0.0,8,1,0,0,0,0,0,0,0,0,0,378,0,3,0,1374,2050,0,260,0,0,,0,,0,0,702,604,709,7,709,58.0,86,22,90,22,5,1,14,6,0.27,-0.79,1.48,48,42,-0.82,44.4,43.5,0.9,0.04,0,4,100.0,0,0,5,2,0,0,0,2,0,29,0
ENG-Premier League,2324,Newcastle Utd,Nick Pope,ENG,GK,31,1992,15,15,1345,14.9,16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,0,,143,9,6.3,0.06,16.8,0.8,0.3,95,43.8,56.8,2,1,16,0,0,118,41,34.7,304,28.6,21.1,88,28,1.87,19.0,ENG,GK,31,1992,15,15,1345,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.03,14.3,0,0.0,,0,0,0,1,0.07,0,0.0,0.0,5,0,0,0.0,0.0,0,165,79,47.9,172,168,97.7,0,0,60,59,98.3,399,307,76.9,4836,7910,0.0,399,0,0,0,0,307,0,0,0,125,30,274,0,0,0,0,0.0,0,0,0,0,0,0,1,0.07,0,0,0,1,0,0,0,0,0,1,1,0,0.0,7,2,0,0,0,0,0,0,0,0,0,217,0,0,0,633,1147,0,172,0,0,,0,,1,1,428,366,434,5,434,39.3,90,14,90,15,,0,3,20,1.34,1.21,1.93,36,16,1.17,31.5,15.1,16.4,1.1,1,3,75.0,0,0,3,0,0,0,0,0,0,13,0
ENG-Premier League,2324,Nott'ham Forest,Matt Turner,USA,GK,29,1994,17,17,1530,17.0,28,1.65,80,52,67.5,4,5,8,2,11.8,2,2,0,0,0.0,296,30,10.1,-0.35,22.1,-5.9,0.26,136,47.0,69.1,4,1,28,0,2,280,126,45.0,436,35.7,42.7,99,18,1.06,13.3,USA,GK,29,1994,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,10,0,0,0.0,0.0,0,330,162,49.1,151,147,97.4,0,0,87,87,100.0,578,398,68.9,9869,12363,0.0,578,0,0,0,2,398,6,0,0,199,63,373,0,0,0,0,0.0,0,0,0,0,0,0,4,0.24,0,0,0,4,0,0,0,0,0,0,0,0,,8,4,0,0,0,0,0,0,0,0,0,319,0,1,0,1372,1984,0,230,0,0,,0,,0,0,611,489,616,6,616,44.7,90,17,90,17,,0,20,-5,-0.29,0.32,1.11,24,29,-0.36,20.5,25.5,-4.9,-0.29,0,4,100.0,0,0,3,0,0,0,0,0,0,11,0
ENG-Premier League,2324,Nott'ham Forest,Matz Sels,BEL,GK,31,1992,16,16,1440,16.0,27,1.69,61,36,57.4,4,4,8,1,6.3,1,1,0,0,0.0,222,11,5.0,-0.5,17.1,-7.9,0.27,93,41.4,52.7,9,0,27,2,1,179,75,41.9,283,36.6,45.9,51,4,0.25,9.4,BEL,GK,31,1992,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,14,0,0,-0.1,0.1,1,203,92,45.3,104,102,98.1,3,0,66,66,100.0,378,263,69.6,5794,7689,0.1,378,0,0,0,0,263,2,0,0,122,29,254,0,0,0,0,0.0,0,0,0,0,0,0,1,0.06,0,0,0,1,0,0,0,0,0,0,0,0,,11,1,0,0,0,0,0,0,0,0,0,213,0,0,0,659,1147,0,178,0,0,,0,,0,0,404,334,409,5,409,42.1,90,16,90,16,,0,0,-5,-0.31,0.28,1.0,22,27,0.61,24.4,20.2,4.2,0.26,0,3,100.0,0,0,3,0,0,0,0,0,0,4,0
ENG-Premier League,2324,Nott'ham Forest,Odysseas Vlachodimos,GRE,GK,29,1994,5,5,450,5.0,12,2.4,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0,92,3,3.3,-0.83,7.9,-4.1,0.31,44,44.3,61.4,2,0,12,0,1,60,28,46.7,130,29.6,25.4,21,2,0.4,10.3,GRE,GK,29,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,5.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,1,80,47,58.8,73,73,100.0,0,1,21,21,100.0,176,141,80.1,2847,3965,0.0,176,0,0,0,0,141,2,0,0,55,11,119,0,0,0,0,0.0,0,0,0,0,0,0,1,0.2,0,0,0,1,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,94,0,0,0,265,476,0,89,0,0,,0,,0,0,179,140,181,2,181,13.2,90,5,90,5,,0,14,-6,-1.2,-0.84,0.6,6,12,-0.51,4.9,7.5,-2.6,-0.53,0,0,,0,0,1,0,0,0,0,0,0,4,0
ENG-Premier League,2324,Sheffield Utd,Ivo Grbić,CRO,GK,27,1996,9,9,771,8.6,25,2.92,59,36,57.6,0,3,6,0,0.0,1,0,0,1,,193,11,5.7,-0.97,14.7,-8.3,0.25,89,59.4,89.9,4,0,25,2,0,199,65,32.7,207,41.2,57.5,25,14,1.63,14.4,CRO,GK,27,1996,9,9,771,8.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,0.0,0.0,0,217,76,35.0,54,48,88.9,0,0,23,23,100.0,298,148,49.7,4505,5407,0.0,298,0,0,0,0,148,2,0,0,134,45,162,0,0,0,0,0.0,0,0,0,0,0,0,2,0.23,0,0,1,1,0,0,1,1,0,1,1,0,0.0,9,1,0,0,0,0,0,0,0,0,0,152,0,0,0,772,1049,0,92,0,0,,0,,0,0,317,280,324,7,324,22.5,86,8,86,9,,0,5,-14,-1.63,0.23,0.33,11,25,0.52,9.3,14.5,-5.2,-0.6,0,7,100.0,0,0,2,0,0,0,0,0,0,6,0
ENG-Premier League,2324,Sheffield Utd,Wes Foderingham,ENG,GK,32,1991,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0,468,28,6.0,-0.12,70.4,-3.6,0.33,262,52.1,72.9,8,0,79,5,5,618,205,33.2,783,40.2,54.5,101,42,1.43,14.7,ENG,GK,32,1991,30,29,2649,29.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,19,0,0,-0.1,0.1,1,690,253,36.7,252,242,96.0,2,0,102,101,99.0,1055,596,56.5,15696,19584,0.1,1055,0,0,0,1,596,10,0,0,386,124,659,4,0,0,0,0.0,0,0,0,0,0,0,4,0.14,0,0,0,4,0,0,0,0,0,6,1,5,83.3,18,6,0,0,5,0,5,3,5,0,0,575,1,1,0,2231,3493,0,389,2,2,100.0,0,0.0,0,0,1137,945,1155,20,1155,77.5,88,29,90,29,39,1,8,-55,-1.87,-0.23,0.43,24,79,-0.52,29.0,62.2,-33.1,-1.13,1,1,50.0,0,0,12,1,0,1,0,0,0,31,3
ENG-Premier League,2324,Tottenham,Guglielmo Vicario,ITA,GK,26,1996,38,38,3420,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0,511,33,6.5,0.05,60.0,2.0,0.32,201,22.2,14.9,8,1,61,3,7,225,53,23.6,1363,24.0,14.3,193,81,2.13,17.1,ITA,GK,26,1996,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,5,0,0,0.0,0.0,0,340,133,39.1,766,748,97.7,0,3,448,445,99.3,1569,1335,85.1,15175,25924,0.0,1569,0,0,0,1,1335,5,0,0,292,91,1272,0,0,0,0,0.0,0,0,0,0,0,0,2,0.05,0,0,0,2,0,0,0,0,0,1,1,0,0.0,31,2,1,0,0,0,0,0,1,0,0,1029,0,0,0,2573,4528,0,986,0,0,,0,,0,0,1664,1252,1680,17,1680,100.0,90,38,90,38,,0,0,13,0.34,,1.74,74,61,,68.2,63.4,4.8,0.13,1,21,95.5,0,0,8,0,1,0,0,0,0,61,0
ENG-Premier League,2324,West Ham,Alphonse Areola,FRA,GK,30,1993,31,31,2699,30.0,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,0,28.6,468,27,5.8,0.07,52.1,2.1,0.24,219,47.3,67.6,3,0,53,3,5,430,160,37.2,643,36.8,43.9,144,7,0.23,8.9,FRA,GK,30,1993,31,31,2699,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,8,0,0,0.0,0.0,0,538,241,44.8,246,245,99.6,0,1,76,74,97.4,867,562,64.8,12917,17799,0.0,867,0,0,0,0,562,5,0,0,307,88,555,2,0,0,0,0.0,0,0,0,0,0,0,2,0.07,0,0,1,1,0,0,0,0,0,3,2,1,33.3,16,0,1,0,1,0,1,1,2,1,0,498,0,0,0,1945,3168,0,345,1,1,100.0,0,0.0,0,0,969,835,976,7,976,78.9,87,28,87,31,,0,2,-4,-0.13,1.11,1.35,49,53,0.34,41.7,54.3,-12.7,-0.42,1,10,90.9,0,0,3,2,1,1,0,2,0,15,1
