league,season,team,player,nation,pos,age,born,MP Playing Time,Starts Playing Time,Min Playing Time,90s,GA Performance,GA90 Performance,SoTA Performance,Saves Performance,Save% Performance,W Performance,D Performance,L Performance,CS Performance,CS% Performance,PKatt Penalty Kicks,PKA Penalty Kicks,PKsv Penalty Kicks,PKm Penalty Kicks,Save% Penalty Kicks,Opp Crosses,Stp Crosses,Stp% Crosses,/90 Expected,PSxG Expected,PSxG+/- Expected,PSxG/SoT Expected,Att Goal Kicks,AvgLen Goal Kicks,Launch% Goal Kicks,CK Goals,FK Goals,GA Goals,OG Goals,PKA Goals,Att Launched,Cmp Launched,Cmp% Launched,Att (GK) Passes,AvgLen Passes,Launch% Passes,Thr Passes,#OPA Sweeper,#OPA/90 Sweeper,AvgDist Sweeper,nation_player,pos_player,age_player,born_player,MP Playing Time_player,Starts Playing Time_player,Min Playing Time_player,90s Playing Time,Gls Performance,Ast Performance,G+A Performance,G-PK Performance,PK Performance,PKatt Performance,CrdY Performance,CrdR Performance,xG Expected,npxG Expected,xAG Expected,npxG+xAG Expected,PrgC Progression,PrgP Progression,PrgR Progression,Gls Per 90 Minutes,Ast Per 90 Minutes,G+A Per 90 Minutes,G-PK Per 90 Minutes,G+A-PK Per 90 Minutes,xG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,npxG Per 90 Minutes,npxG+xAG Per 90 Minutes,90s_player,G-xG Expected,np:G-xG Expected,npxG/Sh Expected,Dist Standard,FK Standard,G/Sh Standard,G/SoT Standard,Gls Standard,PK Standard,PKatt Standard,Sh Standard,Sh/90 Standard,SoT Standard,SoT% Standard,SoT/90 Standard,1/3,Ast,CrsPA,A-xAG Expected,xA Expected,KP,Att Long,Cmp Long,Cmp% Long,Att Medium,Cmp Medium,Cmp% Medium,PPA,PrgP,Att Short,Cmp Short,Cmp% Short,Att Total,Cmp Total,Cmp% Total,PrgDist Total,TotDist Total,xAG,Att,In Corner Kicks,Out Corner Kicks,Str Corner Kicks,Blocks Outcomes,Cmp Outcomes,Off Outcomes,CK Pass Types,Crs Pass Types,Dead Pass Types,FK Pass Types,Live Pass Types,Sw Pass Types,TB Pass Types,TI Pass Types,GCA GCA,GCA90 GCA,Def GCA Types,Fld GCA Types,PassDead GCA Types,PassLive GCA Types,Sh GCA Types,TO GCA Types,SCA SCA,SCA90 SCA,Def SCA Types,Fld SCA Types,PassDead SCA Types,PassLive SCA Types,Sh SCA Types,TO SCA Types,Blocks Blocks,Pass Blocks,Sh Blocks,Att Challenges,Lost Challenges,Tkl Challenges,Tkl% Challenges,Clr,Err,Int,Att 3rd Tackles,Def 3rd Tackles,Mid 3rd Tackles,Tkl Tackles,TklW Tackles,Tkl+Int,1/3 Carries,CPA Carries,Carries Carries,Dis Carries,Mis Carries,PrgC Carries,PrgDist Carries,TotDist Carries,PrgR Receiving,Rec Receiving,Att Take-Ons,Succ Take-Ons,Succ% Take-Ons,Tkld Take-Ons,Tkld% Take-Ons,Att 3rd Touches,Att Pen Touches,Def 3rd Touches,Def Pen Touches,Live Touches,Mid 3rd Touches,Touches Touches,Min% Playing Time,Mn/MP Playing Time,Compl Starts,Mn/Start Starts,Starts Starts,Mn/Sub Subs,Subs Subs,unSub Subs,+/- Team Success,+/-90 Team Success,On-Off Team Success,PPM Team Success,onG Team Success,onGA Team Success,On-Off Team Success (xG),onxG Team Success (xG),onxGA Team Success (xG),xG+/- Team Success (xG),xG+/-90 Team Success (xG),Lost Aerial Duels,Won Aerial Duels,Won% Aerial Duels,2CrdY Performance,Crs Performance,Fld Performance,Fls Performance,Int Performance,OG Performance,Off Performance,PKcon Performance,PKwon Performance,Recov Performance,TklW Performance
ENG-Premier League,2324,West Ham,Łukasz Fabiański,POL,GK,38,1985,10,7,721,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,3,0,0,0.0,114,8,7.0,-0.02,19.8,-0.2,0.33,56,45.1,57.1,3,0,21,1,3,123,50,40.7,182,39.0,50.0,44,1,0.12,7.6,POL,GK,38,1985,10,7,721,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,8,0,0,0.0,0.0,0,146,70,47.9,70,70,100.0,0,1,19,19,100.0,239,160,66.9,3852,5259,0.0,239,0,0,0,1,160,1,0,0,77,21,161,3,0,0,0,0.0,0,0,0,0,0,0,1,0.12,0,0,0,1,0,0,0,0,0,2,1,1,50.0,4,0,1,0,1,0,1,0,2,0,0,140,0,0,0,585,822,0,94,0,0,,0,,0,0,255,222,260,5,260,21.1,72,7,90,7,30,3,27,-10,-1.25,-1.11,1.1,11,21,-0.34,10.7,16.8,-6.1,-0.76,0,2,100.0,0,0,0,0,1,0,0,0,0,3,0
ENG-Premier League,2324,Wolves,Daniel Bentley,ENG,GK,30,1993,5,3,383,4.3,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,0,,50,0,0.0,-0.28,5.8,-1.2,0.39,33,36.9,48.5,0,0,7,0,0,56,13,23.2,111,33.8,36.0,9,3,0.7,13.3,ENG,GK,30,1993,5,3,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,2,0,0,0.0,0.0,0,76,28,36.8,37,37,100.0,0,0,30,30,100.0,144,96,66.7,1661,2347,0.0,144,0,0,0,0,96,0,0,0,46,13,98,0,0,0,0,0.0,0,0,0,0,0,0,1,0.23,0,0,0,1,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,181,318,0,76,0,0,,0,,0,0,149,120,151,2,151,11.2,77,3,90,3,57,2,33,-4,-0.94,-0.61,0.6,3,7,-0.26,4.2,7.6,-3.4,-0.79,0,2,100.0,0,0,0,0,0,0,0,0,0,6,0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,30,1993,35,35,3037,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0,522,45,8.6,0.26,65.9,8.9,0.31,253,42.6,56.9,7,1,58,1,8,424,87,20.5,841,33.0,33.3,190,28,0.83,12.6,POR,GK,30,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,8,1,0,1.0,0.0,1,522,162,31.0,369,360,97.6,0,1,190,186,97.9,1097,720,65.6,11201,17257,0.0,1097,0,0,0,1,720,3,0,0,323,70,771,1,0,0,1,0.03,0,0,0,1,0,0,3,0.09,0,0,0,3,0,0,3,3,0,1,1,0,0.0,21,5,0,0,0,0,0,0,0,1,1,677,1,1,0,3131,4662,0,481,3,3,100.0,0,0.0,1,0,1189,1049,1198,8,1198,88.8,87,33,87,35,,0,0,-11,-0.33,0.61,1.23,47,58,0.26,42.5,60.2,-17.6,-0.52,0,10,100.0,0,0,9,0,0,0,0,0,0,29,0
ESP-La Liga,2324,Alavés,Antonio Sivera,ESP,GK,26,1996,34,34,3060,34.0,38,1.12,123,87,75.6,11,8,15,10,29.4,8,8,0,0,0.0,501,25,5.0,0.07,38.4,2.4,0.25,295,47.8,67.1,3,0,38,2,8,701,279,39.8,807,44.6,62.3,116,29,0.85,13.1,ESP,GK,26,1996,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,41,0,0,-0.1,0.1,4,784,336,42.9,208,205,98.6,2,0,107,107,100.0,1105,651,58.9,18918,23568,0.1,1105,0,0,0,0,651,3,0,0,449,154,653,8,0,0,1,0.03,0,0,1,0,0,0,15,0.44,0,0,6,9,0,0,0,0,0,1,1,0,0.0,17,1,0,0,0,0,0,0,0,0,0,520,0,3,0,2069,3386,0,383,0,0,,0,,0,0,1157,922,1185,28,1185,89.5,90,34,90,34,,0,4,-6,-0.18,0.82,1.21,32,38,-0.25,39.5,39.1,0.4,0.01,1,7,87.5,0,0,2,0,0,0,0,0,0,23,0
ESP-La Liga,2324,Alavés,Jesús Owono,EQG,GK,22,2001,4,4,360,4.0,8,2.0,24,16,66.7,1,2,1,1,25.0,0,0,0,0,,29,4,13.8,-0.4,6.4,-1.6,0.27,31,66.8,93.5,1,0,8,0,0,77,36,46.8,88,41.7,54.5,9,8,2.0,15.2,EQG,GK,22,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,7,0,0,0.0,0.0,0,81,40,49.4,28,27,96.4,0,0,10,10,100.0,119,77,64.7,2621,3064,0.0,119,0,0,0,0,77,0,0,0,44,13,75,0,0,0,0,0.0,0,0,0,0,0,0,6,1.5,0,0,3,3,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,64,0,0,0,279,369,0,41,0,0,,0,,0,0,127,95,130,3,130,10.5,90,4,90,4,,0,31,-4,-1.0,-0.82,1.25,4,8,0.25,6.6,5.6,1.1,0.27,0,2,100.0,0,0,0,0,0,0,0,0,0,11,0
ESP-La Liga,2324,Almería,Diego Mariño,ESP,GK,33,1990,1,1,90,1.0,2,2.0,4,2,100.0,0,0,1,0,0.0,2,2,0,0,0.0,6,0,0.0,0.05,2.1,0.1,0.02,2,16.5,0.0,0,0,2,0,2,5,1,20.0,25,24.1,20.0,6,2,2.0,22.7,ESP,GK,33,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,0.0,0.0,0,6,2,33.3,10,10,100.0,0,0,11,11,100.0,27,23,85.2,237,429,0.0,27,0,0,0,0,23,0,0,0,2,0,25,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,53,94,0,20,0,0,,0,,0,0,32,26,32,0,32,2.6,90,1,90,1,,0,37,-2,-2.0,-1.19,0.0,0,2,-0.35,1.4,2.1,-0.7,-0.68,0,0,,0,0,0,0,0,0,0,0,0,1,0
ESP-La Liga,2324,Almería,Fernando,ESP,GK,33,1990,4,4,360,4.0,10,2.5,23,13,56.5,1,1,2,0,0.0,0,0,0,0,,72,4,5.6,-0.36,8.5,-1.5,0.37,26,44.0,53.8,1,0,10,0,0,67,22,32.8,133,35.6,39.8,28,7,1.75,14.5,ESP,GK,33,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,0.0,0.0,0,87,38,43.7,62,62,100.0,0,0,10,10,100.0,160,110,68.8,2309,3175,0.0,160,0,0,0,0,110,1,0,0,36,10,123,0,0,0,1,0.25,0,0,0,1,0,0,1,0.25,0,0,0,1,0,0,1,1,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,93,0,0,0,339,536,0,74,0,0,,0,,0,0,167,138,169,2,169,10.5,90,4,90,4,,0,34,1,0.25,1.22,1.0,11,10,-0.09,4.6,6.3,-1.7,-0.42,0,2,100.0,0,0,0,0,0,0,0,0,0,5,0
ESP-La Liga,2324,Almería,Luís Maximiano,POR,GK,24,1999,33,33,2970,33.0,63,1.91,175,111,66.3,2,11,20,6,18.2,7,4,1,2,20.0,551,25,4.5,-0.1,59.7,-3.3,0.32,264,46.3,61.0,7,0,63,0,4,543,158,29.1,995,35.5,38.4,146,38,1.15,14.5,POR,GK,24,1999,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,11,0,0,0.0,0.0,0,681,265,38.9,434,424,97.7,0,0,144,144,100.0,1266,833,65.8,17069,22967,0.0,1266,0,0,0,0,833,7,0,0,397,133,862,1,0,0,1,0.03,0,0,1,0,0,0,4,0.12,0,0,2,2,0,0,0,0,0,1,1,0,0.0,19,2,0,0,0,0,0,0,0,0,0,710,0,0,0,2214,3504,0,592,3,3,100.0,0,0.0,0,0,1336,1096,1355,19,1355,86.8,90,33,90,33,,0,4,-31,-0.94,-0.74,0.52,32,63,0.15,42.7,53.2,-10.5,-0.32,0,4,100.0,0,0,3,1,0,0,0,1,0,42,0
ESP-La Liga,2324,Athletic Club,Julen Agirrezabala,ESP,GK,22,2000,4,2,238,2.6,4,1.51,12,8,66.7,1,0,1,2,100.0,0,0,0,0,,41,2,4.9,-0.61,2.4,-1.6,0.2,22,64.5,95.5,0,0,4,0,0,49,18,36.7,78,32.4,35.9,20,3,1.13,15.3,ESP,GK,22,2000,4,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,2,0,0,0.0,0.0,0,53,21,39.6,27,27,100.0,0,0,19,19,100.0,100,67,67.0,1648,1906,0.0,100,0,0,0,1,67,0,0,0,28,6,72,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,192,348,0,42,0,0,,0,,0,0,104,84,104,0,104,7.0,60,2,90,2,29,2,34,-1,-0.38,-1.09,1.5,3,4,-0.41,2.6,2.8,-0.2,-0.08,0,1,100.0,0,0,0,0,0,0,0,0,0,6,0
ESP-La Liga,2324,Athletic Club,Unai Simón,ESP,GK,26,1997,36,36,3182,35.4,33,0.93,122,90,73.8,18,11,7,16,44.4,5,1,3,1,75.0,450,31,6.9,0.26,38.0,9.0,0.28,240,60.9,84.6,2,0,33,4,1,679,220,32.4,982,38.7,48.5,144,46,1.3,16.3,ESP,GK,26,1997,36,36,3182,35.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,25,0,0,0.0,0.1,1,765,281,36.7,344,338,98.3,0,0,111,109,98.2,1227,728,59.3,18785,23132,0.0,1227,0,0,0,1,728,5,0,0,367,127,855,2,0,0,2,0.06,0,0,1,1,0,0,8,0.23,0,0,2,6,0,0,0,0,0,3,1,2,66.7,9,0,1,0,1,1,2,1,3,0,0,697,0,0,0,2165,3823,0,549,0,0,,0,,0,0,1293,968,1301,8,1301,93.0,88,34,88,36,,0,1,25,0.71,1.09,1.81,58,33,0.41,50.1,38.4,11.6,0.33,1,10,90.9,0,0,8,0,1,1,0,0,0,58,1
ESP-La Liga,2324,Atlético Madrid,Jan Oblak,SVN,GK,30,1993,38,38,3420,38.0,43,1.13,144,101,70.8,24,4,10,13,34.2,2,1,0,1,0.0,579,36,6.2,-0.08,39.8,-3.2,0.28,283,38.7,46.6,3,0,43,0,1,336,114,33.9,740,31.5,27.6,180,22,0.58,11.8,SVN,GK,30,1993,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,7,0,0,0.0,0.0,0,463,218,47.1,419,414,98.8,0,0,136,136,100.0,1025,773,75.4,15035,20459,0.0,1025,0,0,0,0,773,2,0,0,348,65,675,0,1,0,0,0.0,0,0,0,0,0,0,3,0.08,0,0,1,2,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,557,1,1,0,1789,2965,0,425,1,1,100.0,0,0.0,0,0,1094,1014,1094,0,1094,100.0,90,38,90,38,,0,0,27,0.71,,2.0,70,43,,62.4,39.5,23.0,0.6,0,8,100.0,0,0,2,0,0,0,0,0,0,29,0
ESP-La Liga,2324,Barcelona,Iñaki Peña,ESP,GK,24,1999,10,10,900,10.0,17,1.7,39,22,56.4,6,2,2,2,20.0,0,0,0,0,,116,2,1.7,-0.31,13.9,-3.1,0.36,48,35.5,33.3,0,0,17,0,0,49,21,42.9,249,23.7,13.3,46,5,0.5,10.6,ESP,GK,24,1999,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,74,37,50.0,146,145,99.3,0,0,76,76,100.0,297,259,87.2,3681,5660,0.0,297,0,0,0,0,259,0,0,0,67,19,230,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,5,1,0,0,0,0,0,0,0,0,0,187,0,0,0,437,792,0,165,0,0,,0,,0,0,313,279,314,1,314,26.3,90,10,90,10,,0,25,4,0.4,-0.71,2.0,21,17,0.44,24.6,11.9,12.7,1.27,0,4,100.0,0,0,1,0,0,0,0,0,0,12,0
ESP-La Liga,2324,Barcelona,Marc-André ter Stegen,GER,GK,31,1992,28,28,2520,28.0,27,0.96,102,75,75.5,20,5,3,15,53.6,2,2,0,0,0.0,334,13,3.9,0.03,27.7,0.7,0.25,163,30.9,25.8,1,0,27,0,2,167,92,55.1,871,26.3,14.4,115,31,1.11,15.6,GER,GK,31,1992,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,9,0,0,-0.1,0.1,1,344,251,73.0,501,490,97.8,1,1,183,182,99.5,1036,927,89.5,16159,22797,0.1,1036,0,0,0,2,927,2,0,0,216,53,818,1,0,0,2,0.07,0,0,1,1,0,0,8,0.29,0,0,1,7,0,0,0,0,0,0,0,0,,3,3,0,0,0,0,0,0,0,0,0,695,0,1,0,2503,3459,0,609,0,0,,0,,0,0,1068,816,1080,13,1080,73.7,90,28,90,28,,0,0,31,1.11,0.71,2.32,58,27,-0.44,53.0,29.8,23.2,0.83,0,4,100.0,0,0,1,0,0,0,0,0,0,55,0
ESP-La Liga,2324,Betis,Claudio Bravo,CHI,GK,40,1983,7,7,630,7.0,5,0.71,20,16,75.0,3,4,0,2,28.6,0,0,0,0,,101,4,4.0,0.21,5.5,1.5,0.27,60,40.1,48.3,0,0,5,1,0,80,38,47.5,169,30.6,30.2,30,6,0.86,12.6,CHI,GK,40,1983,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,7.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,3,0,0,0.0,0.1,1,99,56,56.6,86,86,100.0,2,1,42,42,100.0,230,186,80.9,3322,4988,0.0,230,0,0,0,0,186,1,0,0,76,16,153,1,1,0,0,0.0,0,0,0,0,0,0,2,0.29,0,0,0,2,0,0,0,0,0,1,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,132,0,0,0,591,817,0,100,0,0,,0,,0,0,239,194,241,2,241,18.4,90,7,90,7,,0,13,6,0.86,0.95,1.86,11,5,0.8,9.9,6.5,3.4,0.48,0,2,100.0,0,0,1,0,0,0,0,0,0,14,0
ESP-La Liga,2324,Betis,Fran Vieites,ESP,GK,24,1999,4,3,315,3.5,4,1.14,18,14,77.8,1,2,0,2,66.7,0,0,0,0,,65,3,4.6,0.15,4.5,0.5,0.25,35,46.4,54.3,0,1,4,0,0,50,13,26.0,82,36.5,37.8,18,2,0.57,10.5,ESP,GK,24,1999,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,0.0,0.0,0,65,27,41.5,42,39,92.9,0,0,9,9,100.0,119,76,63.9,1363,2172,0.0,119,0,0,0,0,76,2,0,0,49,14,68,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,100.0,2,1,0,0,1,0,1,0,1,0,0,60,0,0,0,204,301,0,41,0,0,,0,,0,0,129,118,130,1,130,9.2,79,3,90,3,45,1,28,-2,-0.57,-0.72,1.25,2,4,0.45,4.2,3.3,0.9,0.24,0,1,100.0,0,0,0,0,0,0,0,0,0,1,0
ESP-La Liga,2324,Betis,Rui Silva,POR,GK,29,1994,28,28,2475,27.5,36,1.31,120,85,75.8,10,9,9,9,32.1,8,7,1,0,12.5,375,31,8.3,0.13,37.5,3.5,0.26,183,43.0,55.7,3,2,36,2,7,380,129,33.9,772,33.5,36.0,119,34,1.24,14.9,POR,GK,29,1994,28,28,2475,27.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,8,0,0,0.0,0.0,0,501,218,43.5,327,324,99.1,0,1,124,124,100.0,958,669,69.8,12611,18063,0.0,958,0,0,0,0,669,3,0,0,284,101,671,0,0,0,0,0.0,0,0,0,0,0,0,2,0.07,0,0,0,2,0,0,0,0,0,3,3,0,0.0,13,1,1,0,0,0,0,0,1,0,0,558,0,0,0,1563,3004,1,435,1,1,100.0,0,0.0,0,0,1012,841,1017,5,1017,72.4,88,27,88,28,,0,6,-1,-0.04,-0.42,1.39,35,36,-0.79,29.9,40.5,-10.6,-0.38,3,10,76.9,0,0,7,2,1,1,0,2,0,41,0
ESP-La Liga,2324,Celta Vigo,Iván Villar,ESP,GK,26,1997,12,12,1014,11.3,18,1.6,44,26,63.6,2,4,6,0,0.0,3,2,1,0,33.3,136,5,3.7,-0.07,16.3,-0.7,0.31,98,45.7,60.2,2,0,18,1,2,138,39,28.3,223,34.4,35.4,48,9,0.8,13.2,ESP,GK,26,1997,12,12,1014,11.3,0,0,0,0,0,0,0,2,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,11.3,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,4,0,0,-0.1,0.0,1,176,69,39.2,100,100,100.0,0,0,44,44,100.0,324,213,65.7,4510,5988,0.1,324,0,0,0,1,213,3,0,0,125,27,196,0,0,0,0,0.0,0,0,0,0,0,0,2,0.18,0,0,1,1,0,0,0,0,0,1,1,0,0.0,6,0,0,0,0,0,0,0,0,0,0,173,0,0,0,550,844,0,118,0,0,,0,,0,0,348,314,348,0,348,29.6,85,11,85,12,,0,22,-4,-0.36,-0.09,1.0,15,19,0.12,15.4,15.6,-0.2,-0.02,0,1,100.0,0,0,2,2,0,0,0,2,0,19,0
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,ESP,GK,36,1987,27,26,2403,26.7,39,1.46,120,83,70.8,8,7,11,6,23.1,5,4,0,1,0.0,420,23,5.5,0.1,39.7,2.7,0.31,213,45.3,58.2,5,0,39,2,4,356,137,38.5,589,35.5,39.4,134,27,1.01,13.3,ESP,GK,36,1987,27,26,2403,26.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,9,0,0,0.0,0.0,0,437,194,44.4,260,257,98.8,0,0,105,104,99.0,804,555,69.0,12066,16190,0.0,804,0,0,0,0,555,2,0,0,278,65,524,2,0,0,1,0.04,0,0,0,1,0,0,7,0.26,0,0,3,4,0,0,0,0,0,2,1,1,50.0,9,1,0,0,1,0,1,1,1,0,0,445,0,2,0,1346,2241,0,331,0,0,,0,,0,0,873,776,874,1,874,70.3,89,26,90,26,63,1,6,-7,-0.26,0.09,1.15,32,39,-0.12,35.4,39.0,-3.6,-0.13,1,11,91.7,0,0,5,1,0,1,0,1,0,21,1
ESP-La Liga,2324,Cádiz,David Gil,ESP,GK,29,1994,5,4,372,4.1,8,1.94,24,17,66.7,0,3,1,1,25.0,0,0,0,0,,91,7,7.7,-0.4,5.3,-1.7,0.26,48,63.5,93.8,0,0,8,1,0,125,51,40.8,104,49.3,76.9,8,0,0.0,7.0,ESP,GK,29,1994,5,4,372,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,1,0,0,0.0,0.0,0,129,55,42.6,18,18,100.0,0,0,4,4,100.0,152,78,51.3,3208,3543,0.0,152,0,0,0,0,78,0,0,0,78,30,74,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,3,0,0,0,0,0,0,0,0,0,0,71,0,0,0,282,454,0,40,0,0,,0,,0,0,164,133,166,2,166,10.9,74,4,90,4,12,1,32,-5,-1.21,-0.5,0.6,3,8,-0.83,2.3,7.1,-4.8,-1.17,0,4,100.0,0,0,2,0,0,0,0,0,0,2,0
ESP-La Liga,2324,Cádiz,Jeremías Ledesma,ARG,GK,30,1993,34,34,3048,33.9,47,1.39,151,104,70.2,6,12,16,9,26.5,2,2,0,0,0.0,526,53,10.1,-0.02,46.4,-0.6,0.3,284,62.1,85.6,6,0,47,0,2,785,313,39.9,897,44.0,60.4,115,45,1.33,12.9,ARG,GK,30,1993,34,34,3048,33.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,58,0,0,-0.1,0.2,1,850,367,43.2,248,245,98.8,0,0,79,77,97.5,1186,689,58.1,23314,26714,0.1,1186,0,0,0,5,689,5,0,0,447,163,734,1,0,0,2,0.06,0,0,1,1,0,0,7,0.21,0,0,4,3,0,0,0,0,0,4,3,1,25.0,15,3,0,0,1,0,1,1,1,0,0,652,0,1,0,3096,4356,0,421,2,2,100.0,0,0.0,0,0,1248,992,1261,17,1261,89.1,90,33,90,34,,0,1,-24,-0.71,0.5,0.88,23,47,0.83,33.6,45.1,-11.5,-0.34,3,6,66.7,0,0,5,1,0,0,0,0,0,54,1
