player,team,nation,pos,age,npxG Per 90 Minutes,npxG Per 90 Minutes,G-PK Per 90 Minutes,G-PK Per 90 Minutes,xAG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,xG+xAG Per 90 Minutes,Sh/90 Standard,Sh/90 Standard,G/Sh Standard,G/Sh Standard,PrgP,KP,PPA,CrsPA,PrgC Carries,CPA Carries,Succ Take-Ons,PrgR Receiving,TklW Tackles,Int,Won Aerial Duels,Fls Performance,Fld Performance,Att 3rd Touches,Mid 3rd Touches,Def 3rd Touches,cluster
Alexander Brunst,Darmstadt 98,GER,GK,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,150,0
Alexander Isak,Newcastle Utd,SWE,FW,23.0,15.562000000000001,0.62,16.064,0.64,3.765,0.15,24.096,0.96,72.037,2.87,5.522,0.22,71,27,21,0,68,38,42,129,0,6,10,14,15,387,299,46,4
Alexander Meyer,Dortmund,GER,GK,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,380,0
Alexander Nübel,Stuttgart,GER,GK,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,2,0,8,0,4,0,13,1265,7
Alexander Schwolow,Union Berlin,GER,GK,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
Alexander Sørloth,Villarreal,NOR,FW,27.0,12.188,0.44000000000000006,22.991,0.83,4.432,0.16000000000000003,16.619999999999997,0.6,78.11399999999999,2.82,8.033,0.29,40,34,15,1,48,29,30,159,3,0,80,34,19,417,326,61,4
Alexandre Lacazette,Lyon,FRA,FW,32.0,9.945,0.39,17.085,0.67,1.7850000000000001,0.07,13.26,0.52,59.925000000000004,2.35,7.140000000000001,0.28,61,21,17,2,22,10,22,144,12,8,27,50,36,372,358,89,4
Alexandre Oukidja,Metz,ALG,GK,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,1,0,3,0,1,3,12,1,7,0,7,1105,7
Alexis Blin,Lecce,FRA,MF,26.0,1.0919999999999999,0.06,0.0,0.0,0.728,0.04,1.82,0.1,12.921999999999999,0.71,0.0,0.0,60,7,7,2,7,0,5,11,19,22,28,25,22,112,580,260,2
Alexis Claude-Maurice,Nice,FRA,MF,25.0,0.728,0.13,0.0,0.0,0.27999999999999997,0.049999999999999996,1.0639999999999998,0.18999999999999997,17.976,3.21,0.0,0.0,21,7,6,3,15,1,16,25,5,5,3,16,8,135,157,46,1
Alexis Mac Allister,Liverpool,ARG,MF,24.0,2.89,0.1,4.046,0.14,3.4679999999999995,0.12,7.225,0.25,43.061,1.49,2.601,0.09000000000000001,209,47,41,2,44,4,18,48,55,35,31,53,47,560,1382,392,4
Alexis Saelemaekers,Bologna,BEL,"FW,MF",24.0,2.73,0.13,3.99,0.19,2.9400000000000004,0.14,5.46,0.26,28.979999999999997,1.38,2.9400000000000004,0.14,77,44,35,5,65,17,40,180,22,13,8,16,58,558,555,177,4
Alexsandro Ribeiro,Lille,BRA,DF,23.0,1.976,0.08,0.0,0.0,0.494,0.02,2.47,0.1,17.043,0.69,0.0,0.0,82,5,5,0,15,2,4,7,22,35,39,27,37,64,1121,893,2
Alfie Doughty,Luton Town,ENG,DF,23.0,1.3,0.04,1.95,0.06,6.175,0.19,7.4750000000000005,0.23,26.0,0.8,2.6,0.08,106,70,43,24,94,28,33,164,40,31,23,31,9,818,665,541,4
Alfie Gilchrist,Chelsea,ENG,DF,19.0,0.322,0.14,0.9889999999999999,0.43,0.0,0.0,0.322,0.14,4.991,2.17,0.45999999999999996,0.2,7,0,1,0,1,0,1,4,0,3,2,4,0,49,57,72,6
Alfonso Espino,Rayo Vallecano,URU,DF,31.0,1.1159999999999999,0.04,0.0,0.0,2.79,0.1,3.906,0.14,18.134999999999998,0.6499999999999999,0.0,0.0,113,28,25,10,41,10,24,89,45,40,13,45,41,360,801,607,4
Alfonso Pedraza,Villarreal,ESP,DF,27.0,0.6200000000000001,0.05000000000000001,0.9920000000000001,0.08,3.5959999999999996,0.29,4.216,0.34,9.052,0.73,1.364,0.11,31,20,24,14,56,10,10,97,9,13,6,14,17,222,287,234,4
Alfred Duncan,Fiorentina,GHA,MF,30.0,1.4700000000000002,0.07,2.1,0.1,2.1,0.1,3.5700000000000003,0.17,23.1,1.1,1.89,0.09,133,36,26,11,23,3,20,47,22,11,29,26,15,343,698,157,4
Alidu Seidu,Clermont Foot,GHA,DF,23.0,0.39,0.0203125,0.0,0.0,0.696,0.03625,1.086,0.05656250000000001,8.028,0.418125,0.0,0.0,56,8,4,0,30,1,17,27,33,35,22,28,43,164,703,493,2
Aliou Badara Baldé,Nice,GUI,"FW,DF",20.0,0.136,0.17,0.0,0.0,0.0,0.0,0.136,0.17,3.128,3.91,0.0,0.0,2,0,0,0,5,1,3,8,1,3,1,2,2,36,19,5,1
Alisson,Liverpool,BRA,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0,0,0,0,0,6,1,5,0,52,1145,7
Aljoscha Kemlein,Union Berlin,GER,MF,18.0,0.042,0.14,0.0,0.0,0.0,0.0,0.042,0.14,0.9299999999999999,3.1,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,6,5,1
Alois Confais,Le Havre,FRA,"MF,FW",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,9,1,0
Alphadjo Cissè,Hellas Verona,ITA,FW,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Alphonse Areola,West Ham,FRA,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,1,10,2,3,0,7,969,7
Alphonso Davies,Bayern Munich,CAN,DF,22.0,0.9159999999999999,0.04,2.061,0.09,2.7479999999999998,0.12,3.8930000000000002,0.17,13.052999999999997,0.57,3.4349999999999996,0.15,117,37,31,7,121,35,70,139,24,26,14,16,20,558,871,547,4
Amad Diallo,Manchester Utd,CIV,"FW,MF",21.0,0.516,0.12000000000000001,0.989,0.23,1.032,0.24000000000000002,1.5479999999999998,0.36,9.933,2.31,0.43,0.1,10,10,3,0,11,4,11,31,3,1,4,5,4,110,94,28,1
Amadou Diallo,Newcastle Utd,ENG,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Amadou Koné,Reims,MLI,MF,18.0,0.265,0.05,0.0,0.0,0.159,0.030000000000000002,0.424,0.08,6.041999999999999,1.14,0.0,0.0,28,3,1,0,2,0,2,2,8,10,12,7,21,32,199,97,0
Amadou Onana,Everton,BEL,MF,21.0,2.088,0.09000000000000001,2.088,0.09000000000000001,2.552,0.11,4.64,0.19999999999999998,29.0,1.25,1.624,0.07,107,18,14,1,21,5,12,39,38,21,52,37,45,297,724,280,2
Amari'i Bell,Luton Town,JAM,DF,29.0,0.19100000000000003,0.01,0.0,0.0,0.38200000000000006,0.02,0.7640000000000001,0.04,1.9100000000000001,0.1,0.0,0.0,76,8,8,0,32,1,10,10,33,25,20,22,16,117,486,480,2
Amath,Mallorca,SEN,"FW,MF",27.0,1.54,0.35,0.0,0.0,0.396,0.09,1.9360000000000002,0.44,12.056000000000003,2.74,0.0,0.0,13,3,4,2,19,9,8,30,6,3,6,10,7,90,79,32,1
Ameen Al-Dakhil,Burnley,BEL,DF,21.0,1.287,0.11,1.053,0.09,0.11699999999999999,0.01,1.404,0.12,7.956,0.68,1.521,0.13,35,2,2,0,7,0,3,9,5,12,14,6,4,58,339,355,6
Amin Sarr,Lyon,SWE,"FW,MF",22.0,0.8999999999999999,0.16666666666666663,0.0,0.0,0.326,0.060370370370370366,1.226,0.227037037037037,11.068999999999999,2.0498148148148143,0.0,0.0,13,3,6,0,6,2,4,34,2,2,15,5,5,98,103,16,1
Amine Adli,Leverkusen,MAR,"MF,FW",23.0,3.3000000000000003,0.33,4.0,0.4,2.3000000000000003,0.23000000000000004,5.6000000000000005,0.56,27.1,2.71,1.5,0.15,39,21,18,3,32,16,13,131,7,6,21,14,28,299,231,52,4
Amine Gouiri,Rennes,ALG,"FW,MF",23.0,7.36,0.32,6.8999999999999995,0.3,1.84,0.08,9.200000000000001,0.4,78.2,3.4,2.07,0.09,82,21,32,0,59,28,46,185,10,14,15,27,23,524,435,109,4
Amine Harit,Marseille,MAR,"MF,FW",26.0,3.6359999999999997,0.18,1.01,0.05,3.6359999999999997,0.18,7.473999999999999,0.37,32.925999999999995,1.63,0.606,0.03,127,39,33,5,84,11,39,112,16,12,4,19,51,515,573,113,4
Amine Salama,Reims,FRA,FW,23.0,0.735,0.21,0.0,0.0,0.24500000000000002,0.07,0.9450000000000001,0.27,6.055,1.73,0.0,0.0,7,5,1,1,10,3,10,33,0,1,3,3,3,56,48,10,1
Amir Richardson,Reims,MAR,MF,21.0,1.65,0.11,3.0,0.2,1.2,0.08,2.6999999999999997,0.18,16.95,1.13,2.6999999999999997,0.18,72,12,7,2,28,3,8,40,23,15,17,30,22,214,487,166,2
Amir Rrahmani,Napoli,KVX,DF,29.0,2.312,0.08,2.89,0.1,0.8669999999999999,0.03,3.179,0.11,25.142999999999997,0.87,3.4679999999999995,0.12,113,14,3,0,19,1,10,4,27,20,79,19,7,116,1399,973,2
Amos Pieper,Werder Bremen,GER,DF,25.0,0.462,0.07,0.0,0.0,0.7919999999999999,0.12,1.254,0.19,4.026,0.61,0.0,0.0,24,2,2,0,3,0,0,3,11,9,26,5,5,27,177,195,0
Anass Zaroury,Burnley,MAR,"FW,MF",22.0,0.17,0.1,0.0,0.0,0.034,0.02,0.204,0.12,3.026,1.78,0.0,0.0,2,2,2,1,2,0,2,12,0,0,0,4,3,37,39,12,1
Anastasios Douvikas,Celta Vigo,GRE,FW,23.0,4.646,0.46,7.069999999999999,0.7,1.313,0.13,5.959,0.59,26.159,2.59,2.727,0.27,13,8,6,1,10,6,9,53,7,2,35,18,30,145,123,25,4
Ander Barrenetxea,Real Sociedad,ESP,"FW,MF",21.0,3.498,0.22,3.975,0.25,1.272,0.08,4.77,0.3,37.047000000000004,2.33,1.749,0.11,39,13,15,4,56,22,38,163,21,6,14,27,22,415,307,82,4
Ander Guevara,Alavés,ESP,MF,26.0,0.652,0.02,0.978,0.03,0.978,0.03,1.6300000000000001,0.05,15.974,0.49,1.956,0.06,187,21,21,2,53,3,19,37,32,13,45,48,30,320,1029,409,2
Andoni Gorosabel,Alavés,ESP,DF,26.0,0.634,0.02,0.951,0.03,1.268,0.04,1.902,0.06,14.899,0.47,2.2190000000000003,0.07,117,15,32,10,58,8,25,121,42,28,25,29,41,466,683,489,4
Andre Brooks,Sheffield Utd,ENG,"MF,DF",19.0,0.41600000000000004,0.04,0.0,0.0,0.10400000000000001,0.01,0.52,0.05,8.944,0.8600000000000001,0.0,0.0,18,3,5,0,12,1,13,22,13,14,11,11,9,117,209,75,0
Andre-Frank Zambo Anguissa,Napoli,CMR,MF,27.0,3.41,0.11,0.0,0.0,3.1,0.1,6.51,0.21,33.17,1.07,0.0,0.0,163,38,28,6,43,10,25,139,33,28,46,41,38,627,1263,286,4
Andrea Belotti,Fiorentina,ITA,FW,29.0,6.074999999999999,0.33749999999999997,5.94,0.33,1.935,0.1075,7.904999999999999,0.43916666666666665,47.790000000000006,2.6550000000000002,2.445,0.13583333333333333,23,13,5,1,25,10,8,109,7,4,53,29,47,263,251,31,4
Andrea Cambiaso,Juventus,ITA,"DF,FW",23.0,2.112,0.08,2.112,0.08,3.9599999999999995,0.15,6.072,0.23,29.04,1.1,1.848,0.07,71,38,24,11,87,23,26,172,30,11,13,35,20,521,631,317,4
Andrea Colpani,Monza,ITA,"MF,FW",24.0,4.72,0.16,7.965000000000001,0.27,5.015000000000001,0.17,9.735000000000001,0.33,64.9,2.2,3.54,0.12,120,56,41,9,90,27,28,193,15,14,9,23,44,641,501,133,4
Andrea Consigli,Sassuolo,ITA,GK,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,1,7,0,3,0,12,1316,7
Andrea Ferraris,Monza,ITA,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0
Andrea Pinamonti,Sassuolo,ITA,FW,24.0,6.498,0.19,8.892000000000001,0.26,1.7100000000000002,0.05,10.944,0.32,80.028,2.34,3.7620000000000005,0.11,45,18,11,0,17,15,12,165,8,1,79,22,51,420,447,76,4
Andrea Sodero,Empoli,ITA,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Andreas Christensen,Barcelona,DEN,"DF,MF",27.0,1.1,0.05,1.98,0.09,1.1,0.05,2.2,0.1,12.100000000000001,0.55,3.74,0.17,117,7,1,0,24,1,3,6,14,21,54,26,10,104,1077,549,2
Andreas Hanche-Olsen,Mainz 05,NOR,DF,26.0,0.6599999999999999,0.05999999999999999,0.99,0.09,0.0,0.0,0.6599999999999999,0.05999999999999999,3.96,0.36,2.75,0.25,19,1,0,0,1,0,0,0,12,11,29,13,8,14,226,303,6
Andreas Luthe,Bochum,GER,GK,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
Andreas Müller,Darmstadt 98,GER,MF,23.0,0.11699999999999999,0.03,0.0,0.0,0.039,0.01,0.156,0.04,3.003,0.77,0.0,0.0,13,1,0,0,3,0,0,7,9,4,3,5,4,34,126,51,0
Andreas Pereira,Fulham,BRA,MF,27.0,4.64,0.15999999999999998,2.9000000000000004,0.1,6.96,0.24,11.600000000000001,0.4,51.910000000000004,1.79,1.74,0.06,138,84,34,11,56,13,19,125,12,4,13,22,27,703,662,161,4
Andrei Ratiu,Rayo Vallecano,ROU,"DF,MF",25.0,0.28,0.04,0.0,0.0,0.63,0.09,0.91,0.13,6.02,0.86,0.0,0.0,19,6,5,3,28,8,13,25,4,0,6,2,4,116,157,121,0
Andrej Ilic,Lille,SRB,FW,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Andrej Kramarić,Hoffenheim,CRO,"MF,FW",32.0,7.075999999999999,0.29,10.004,0.41000000000000003,7.319999999999999,0.3,18.299999999999997,0.7499999999999999,63.928,2.62,3.904,0.16,119,78,22,3,71,24,25,175,2,10,9,8,35,640,589,149,4
Andres Sfait,Salernitana,ROU,"DF,MF",18.0,0.0,0.0,0.0,0.0,0.078,0.26,0.078,0.26,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,2,1,0,0,0,0,4,2,3,0
Andrew Omobamidele,Nott'ham Forest,IRL,DF,21.0,0.174,0.02,0.0,0.0,0.087,0.01,0.26099999999999995,0.03,0.957,0.11,0.0,0.0,8,2,0,0,1,0,0,0,3,13,7,6,3,14,164,222,0
Andrew Robertson,Liverpool,SCO,DF,29.0,1.8800000000000001,0.1,3.008,0.16,5.452,0.29,7.332000000000001,0.39,12.032,0.64,4.7,0.25,140,62,26,12,63,6,5,130,24,13,14,9,5,548,789,387,4
Andriy Lunin,Real Madrid,UKR,GK,24.0,0.0,0.0,0.0,0.0,0.21,0.01,0.21,0.01,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,8,0,3,0,3,710,7
André Ayew,Le Havre,GHA,FW,33.0,3.075,0.25,5.043,0.41,0.8610000000000001,0.07,3.9360000000000004,0.32,32.103,2.61,1.9680000000000002,0.16,23,8,4,1,14,5,16,65,11,2,44,15,26,168,181,45,4
André Ferreira,Granada,POR,GK,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,1,541,7
André Gomes,Everton,POR,"MF,FW",30.0,0.27999999999999997,0.049999999999999996,1.008,0.18000000000000002,0.392,0.07,0.728,0.13,7.951999999999999,1.42,0.728,0.13,36,4,6,1,8,3,3,29,4,3,1,17,5,121,179,57,6
André Onana,Manchester Utd,CMR,GK,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,3,0,1,0,1,0,0,0,14,1,4,0,37,1592,7
André Silva,Real Sociedad,POR,FW,27.0,2.5109999999999997,0.31,2.025,0.25,0.324,0.04,3.645,0.45,14.985,1.85,1.053,0.13,7,5,1,0,5,4,6,44,2,1,12,14,8,128,99,13,6
Andrés Guardado,Betis,MEX,MF,36.0,0.15,0.03,0.0,0.0,0.2,0.04,0.3,0.06,5.05,1.01,0.0,0.0,36,5,5,1,5,0,6,6,12,6,4,10,3,64,222,64,0
Andy Pelmard,Clermont Foot,MAD,DF,23.0,0.332,0.01,0.0,0.0,0.664,0.02,0.996,0.03,1.992,0.06,0.0,0.0,120,6,8,1,39,2,7,7,38,33,25,13,19,94,1011,844,2
Anel Ahmedhodžić,Sheffield Utd,BIH,DF,24.0,3.234,0.11,2.0580000000000003,0.07,0.8819999999999999,0.03,4.1160000000000005,0.14,19.11,0.65,3.234,0.11,43,7,3,1,15,3,11,21,36,34,52,34,13,104,507,736,2
Angel Gomes,Lille,ENG,MF,22.0,2.0020000000000002,0.07,0.0,0.0,6.292000000000001,0.22,8.294,0.29,34.034,1.19,0.0,0.0,204,48,45,1,49,7,22,71,13,18,7,31,36,424,1231,299,4
Angeliño,Roma,ESP,DF,26.0,0.127,0.01,0.0,0.0,1.5239999999999998,0.12,1.778,0.14,8.001,0.63,0.0,0.0,40,19,21,13,12,0,6,55,11,12,15,13,10,199,351,284,2
Angelo Fulgini,Lens,FRA,MF,26.0,3.213,0.21,1.0710000000000002,0.07,3.213,0.21,6.426,0.42,46.053,3.01,0.306,0.02,74,38,20,6,35,7,18,117,14,8,33,8,25,471,439,97,4
Angelo Ogbonna,West Ham,ITA,DF,35.0,0.071,0.01,0.0,0.0,0.0,0.0,0.071,0.01,0.994,0.14,0.0,0.0,4,0,0,0,2,1,1,0,5,3,12,1,3,6,82,184,0
Angelo Stiller,Hoffenheim,GER,MF,22.0,1.576,0.051168831168831176,0.8969999999999999,0.029123376623376624,5.11,0.16590909090909092,6.685999999999999,0.21707792207792206,17.773,0.5770454545454546,1.7939999999999998,0.05824675324675325,227,52,30,7,39,4,17,74,33,28,32,36,34,540,1870,536,4
Anis Ben Slimane,Sheffield Utd,TUN,MF,22.0,0.799,0.17,0.0,0.0,0.282,0.05999999999999999,1.0810000000000002,0.23000000000000004,8.084,1.7199999999999998,0.0,0.0,12,3,2,0,3,3,2,21,6,5,7,7,6,65,108,46,1
Ansgar Knauff,Eint Frankfurt,GER,"MF,DF",21.0,5.616,0.24,7.02,0.3,2.34,0.1,7.956,0.34,36.972,1.58,4.446,0.19,57,18,26,10,77,38,25,164,26,20,23,32,24,424,453,180,4
Ansu Fati,Brighton,ESP,"MF,FW",20.0,4.226,0.6603125000000001,2.03,0.3171875,0.812,0.12687500000000002,5.038,0.7871875000000002,33.602000000000004,5.250312500000001,0.46399999999999997,0.0725,32,6,8,0,22,11,6,55,3,3,2,6,17,160,157,28,6
Antal Yaakobishvili,Girona,HUN,DF,19.0,0.0,0.0,0.0,0.0,0.259,0.37000000000000005,0.259,0.37000000000000005,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,3,2,1,0,1,18,31,1
Ante Budimir,Osasuna,CRO,FW,32.0,11.111,0.41,14.092,0.52,1.8970000000000002,0.07,15.989,0.59,73.17,2.6999999999999997,5.149,0.19,42,12,10,2,21,17,10,99,15,5,158,40,26,382,307,53,4
Anthony Caci,Mainz 05,FRA,DF,26.0,1.656,0.05999999999999999,1.9320000000000004,0.07,2.7600000000000002,0.1,4.416,0.16,30.912000000000006,1.12,1.656,0.05999999999999999,144,25,39,14,43,10,23,75,23,32,29,34,15,358,865,587,4
Anthony Elanga,Nott'ham Forest,SWE,"FW,MF",21.0,6.4799999999999995,0.24,4.859999999999999,0.17999999999999997,6.75,0.25,13.23,0.49,54.0,2.0,2.4299999999999997,0.08999999999999998,49,32,24,5,98,42,28,196,19,8,17,9,26,507,348,181,4
Anthony Gordon,Newcastle Utd,ENG,FW,22.0,9.309,0.29,9.951,0.31,8.025,0.25,18.297,0.57,79.92900000000002,2.49,4.173,0.13,101,57,39,12,138,59,54,232,34,7,9,38,67,733,555,158,4
Anthony Jung,Werder Bremen,GER,DF,31.0,0.574,0.02,0.861,0.03,0.287,0.01,0.861,0.03,4.8790000000000004,0.17,5.74,0.2,107,6,10,4,24,1,5,21,23,24,44,15,15,78,940,1017,2
Anthony Lopes,Lyon,POR,GK,32.0,0.0,0.0,0.0,0.0,0.31,0.01,0.31,0.01,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,5,1,6,0,17,1093,7
Anthony Losilla,Bochum,FRA,MF,37.0,2.2880000000000003,0.08,0.858,0.03,1.4300000000000002,0.05,3.7180000000000004,0.13,28.028000000000002,0.98,1.1440000000000001,0.04,100,19,10,3,11,2,10,42,37,25,82,38,22,229,700,271,2
Anthony Lozano,Almería,HON,FW,30.0,3.448,0.3591666666666667,3.01,0.31354166666666666,0.938,0.09770833333333333,4.386,0.45687500000000003,26.958000000000002,2.8081250000000004,1.1179999999999999,0.11645833333333333,17,8,2,1,12,5,5,30,5,2,28,28,21,108,136,33,6
Anthony Martial,Manchester Utd,FRA,FW,27.0,1.25,0.25,1.0,0.2,0.25,0.05,1.45,0.29,6.05,1.21,0.8500000000000001,0.17,12,6,2,0,6,1,2,36,1,0,8,3,6,89,81,11,6
Anthony Oyono,Frosinone,GAB,DF,22.0,0.133,0.01,0.0,0.0,0.9310000000000002,0.07,1.064,0.08,3.99,0.3,0.0,0.0,33,10,5,3,35,7,12,39,26,9,13,13,11,185,357,233,2
Anthony Rouault,Stuttgart,FRA,DF,22.0,0.11199999999999999,0.01,0.0,0.0,0.784,0.07,0.8959999999999999,0.08,3.024,0.27,0.0,0.0,68,8,5,1,8,0,2,10,12,8,19,9,4,76,571,385,2
Antoine Griezmann,Atlético Madrid,FRA,"FW,MF",32.0,9.408,0.32,12.053999999999998,0.41,5.585999999999999,0.19,17.933999999999997,0.61,74.96999999999998,2.55,4.704,0.16,118,43,34,2,43,7,22,196,19,10,14,16,26,681,769,215,4
Antoine Makoumbou,Cagliari,CGO,MF,25.0,0.6,0.02,0.8999999999999999,0.029999999999999995,0.8999999999999999,0.029999999999999995,1.5,0.05,8.100000000000001,0.2700000000000001,3.9000000000000004,0.13,137,14,15,3,37,1,21,52,24,16,11,28,28,254,847,338,2
Antoine Mendy,Nice,SEN,DF,19.0,0.092,0.02,0.0,0.0,0.368,0.08,0.45999999999999996,0.1,1.9779999999999998,0.43,0.0,0.0,12,2,2,2,3,0,6,6,5,8,7,4,5,27,125,142,0
Antoine Semenyo,Bournemouth,GHA,FW,23.0,4.68,0.2,7.956,0.34,3.2760000000000002,0.14,7.956,0.34,69.966,2.9899999999999998,2.574,0.11,64,29,28,7,89,42,50,188,17,6,52,43,24,526,375,137,4
Anton Stach,Hoffenheim,GER,MF,24.0,1.9960000000000002,0.072057761732852,2.064,0.07451263537906137,3.468,0.1251985559566787,5.464,0.1972563176895307,39.940000000000005,1.4418772563176898,1.29,0.04657039711191336,151,21,23,3,52,5,28,56,42,74,64,32,45,394,1024,421,2
Antonee Robinson,Fulham,USA,DF,25.0,0.726,0.02,0.0,0.0,3.993,0.11,4.718999999999999,0.13,15.972,0.44,0.0,0.0,129,33,46,26,99,9,37,194,58,80,42,34,20,660,977,930,4
Antonin Cartillier,Monaco,FRA,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0
Antonino Gallo,Lecce,ITA,DF,23.0,0.554,0.020000000000000004,0.0,0.0,4.432,0.16000000000000003,4.986,0.18,14.958,0.54,0.0,0.0,125,47,44,32,69,12,19,101,27,25,25,9,17,396,720,568,4
Antonio Blanco,Alavés,ESP,MF,23.0,0.8099999999999999,0.03,0.0,0.0,1.35,0.05,2.16,0.08,19.98,0.74,0.0,0.0,133,20,19,8,20,3,19,22,36,35,21,36,40,224,740,339,4
Antonio Candreva,Salernitana,ITA,"MF,FW",36.0,3.978,0.13,4.896,0.16,4.896,0.16,9.792,0.32,63.954,2.09,2.448,0.08,149,60,56,21,67,18,15,182,13,7,0,11,43,705,733,187,4
Antonio Mirante,Milan,ITA,GK,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,57,0
Antonio Puertas,Granada,ESP,"MF,FW",31.0,1.62,0.2,0.0,0.0,0.648,0.08,3.8069999999999995,0.47,17.01,2.1,0.0,0.0,22,10,8,3,18,7,15,46,8,6,13,21,12,148,137,43,1
Antonio Raillo,Mallorca,ESP,DF,31.0,1.464,0.060000000000000005,2.928,0.12000000000000001,1.952,0.08,3.416,0.14,29.035999999999998,1.19,2.44,0.1,80,8,2,0,24,1,1,4,23,37,123,32,8,76,626,743,2
Antonio Rüdiger,Real Madrid,GER,DF,30.0,1.5050000000000001,0.05,0.903,0.03,1.2040000000000002,0.04,2.709,0.09,18.963,0.63,1.5050000000000001,0.05,88,5,11,2,17,1,1,1,15,11,49,26,5,65,964,1000,2
Antonio Sanabria,Torino,PAR,"FW,MF",27.0,7.584,0.32,3.081,0.13,1.422,0.06,10.665,0.44999999999999996,51.903,2.19,1.422,0.06,57,15,10,1,19,4,14,109,15,6,62,25,33,322,467,78,4
Antonio Sivera,Alavés,ESP,GK,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,0,0,0,0,0,0,7,0,2,0,28,1157,7
Antonio Tikvić,Udinese,CRO,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonios Papadopoulos,Dortmund,GER,DF,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,3,2,5,1,1,2,22,67,0
Antony,Manchester Utd,BRA,FW,23.0,3.381,0.23,1.0290000000000001,0.07,2.7929999999999997,0.19,6.1739999999999995,0.42,42.924,2.92,0.294,0.02,64,22,29,3,53,23,26,149,21,12,2,19,32,428,304,106,4
Antwoine Hackford,Sheffield Utd,ENG,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
